Keyword,Content
gripe,Lave as mãos frequentemente e use máscara para sua saúde.
cobra venenosa,"Se você vir uma cobra nas montanhas, afaste-se silenciosamente para evitá-la."
animal,Mesmo animais fofos não devem ser tocados descuidadamente; apenas olhe para eles com seus olhos.
Segurança animal,Não se aproxime de animais desconhecidos.
O trajeto de ida e volta da escola,Caminhe pela calçada segura a caminho da escola.
O trajeto de ida e volta da escola,"Ao caminhar, guarde seu smartphone por um tempo."
No trajeto de ida e volta da escola.,"Caminhe por trilhas seguras, longe das estradas."
bullying,Brincando em harmonia com todos os amigos
bullying entre colegas,Trate seus amigos com respeito e mantenham-se em bons relacionamentos.
coisas quentes,Sopre sobre a comida quente para esfriá-la antes de comê-la com cuidado.
Malbeom,Lave bem as mãos após tocar em animais.
régua de tomadas,Utilize as tomadas elétricas apenas quando necessário.
Aperto de porta,"Ao fechar a porta, certifique-se de que seus dedos não fiquem presos."
Objetos em queda,Peça a um adulto para retirar objetos de lugares altos.
Brincadeiras na água,Use um colete salva-vidas resistente ao brincar na água.
Brincadeiras na água,Brinque na água apenas em áreas seguras e evite águas profundas.
Brincadeiras na água,Não nade em áreas com correntes fortes.
pó fino,Use máscara e mantenha-se saudável em dias com má qualidade do ar.
materiais de arte,Guarde as tesouras e facas em seus respectivos lugares após o uso.
sala de arte,Use óculos de segurança e proteja seus olhos ao realizar experimentos.
acidente com criança desaparecida,"Se você perder seus pais, espere nesse lugar."
Brincadeiras na água do mar,Observe apenas as áreas com ondas fortes e não entre.
Natação em águas abertas,Use sempre colete salva-vidas ao brincar no mar.
animais de estimação,Pergunte ao dono antes de tocar no animal.
férias,"Vá para a cama cedo e acorde cedo, mesmo durante as férias."
persiana corta-fogo,Não passe por baixo do obturador que desce.
ônibus,"Ao pegar o ônibus, fique em fila única e espere sua vez."
Embarcando no ônibus,"Quando o ônibus parar completamente, entre e saia devagar."
Picada de abelha,"Se você vir uma abelha, não a perturbe e afaste-se silenciosamente."
andando,Caminhe com confiança na calçada segura em vez da rua.
segurança dos pedestres,Não olhe para o celular enquanto caminha.
Caminhadas de primavera,Use roupas compridas e tome cuidado com os insetos ao ir para as montanhas.
Brincando com fogo,Deixe isqueiros e fósforos para os adultos.
dia chuvoso,"Ao usar um guarda-chuva, segure-o de forma que você possa enxergar claramente à sua frente."
Saída de emergência,Verifique com antecedência a sinalização verde de saída de emergência.
acidente de avião,Preste atenção aos anúncios dos comissários de bordo no avião.
Segurança aérea,Aperte o cinto de segurança assim que se sentar.
cyberbullying,"Use uma linguagem educada e gentil, mesmo na internet."
cyberbullying,"Ao escrever comentários, leve em consideração os sentimentos do seu amigo."
Respeito pela vida,Valorize também os pequenos animais e as plantas.
natação de sobrevivência,"Se você cair na água, não entre em pânico e relaxe o corpo."
Segurança da Vida,Caminhando por estradas escuras com os pais
envio,"Ao embarcar em um barco, verifique primeiro seu colete salva-vidas."
violência sexual,"Se alguém fizer algo que você não goste, diga claramente que você não gostou."
violência sexual,Grite bem alto se alguém tentar tocar no meu corpo.
amputação de dedo,Tenha sempre cuidado para não prender a mão na porta.
Lavar as mãos,Lave bem as mãos com sabão.
natação,"Exercícios de aquecimento antes de entrar na água: um, dois, um."
smartphone,Não olhe para o seu smartphone no escuro.
smartphone,Prometi usar meu smartphone apenas por um período determinado.
Patins,Use joelheiras e luvas ao patinar.
esqui,Use sempre capacete e esquie com segurança na estação de esqui.
elevador,Fique parado dentro do elevador.
elevador,"Utilize o elevador com segurança, sem se apoiar nas portas."
intoxicação alimentar,Lave bem as mãos antes de comer os lanches.
intoxicação alimentar,Cozinhe bem os alimentos e lave as mãos.
comida,Jogue fora os alimentos vencidos em vez de comê-los.
violência física,Conversar com os amigos em vez de brincar com seus corpos.
Estátua de interior,Vista-se com roupas quentes em dias frios e tome cuidado para não pegar um resfriado.
Prevenção de Pessoas Desaparecidas,"Se você se perder, pare ali mesmo e espere."
parada cardíaca,"Se você vir uma pessoa desmaiada, ligue para 119."
dolina,"Se você vir uma cratera, vá para um local seguro."
trenó,Andar de trenó com segurança em uma área desabitada
abuso infantil,"Se um amigo parecer estar passando por um momento difícil, avise o professor."
abuso infantil,"Se você tem um amigo que está sofrendo, conte para um adulto."
corredor do apartamento,"Não corra no corredor, ande em silêncio."
doenças oftálmicas,"Se seus olhos estiverem coçando, não os esfregue e aplique colírio."
hábitos de direção seguros,Respeite os sinais de trânsito e reduza a velocidade ao andar de bicicleta.
Brincadeiras aquáticas ao ar livre,Brincar na água em uma profundidade segura com um adulto.
Plantas de exterior,Não coma flores ou frutos desconhecidos.
atividades ao ar livre,Lave bem as mãos e os pés depois de brincar ao ar livre.
aproximadamente,Tome apenas os remédios que seus pais lhe derem.
drogas,Tome medicamentos com a permissão de um adulto.
abuso verbal,Use apenas palavras bonitas e gentis com seus amigos.
abuso verbal,Elogiar um amigo para que ele se sinta bem.
abuso verbal,Use uma linguagem respeitosa e atenciosa com seus amigos.
abuso verbal,Use palavras encorajadoras em vez de palavras maldosas.
escada rolante,Segure firmemente a alça e fique dentro da linha amarela.
escada rolante,"Posicione-se corretamente na escada rolante, sem ficar se mexendo."
ar condicionado,Proteja sua saúde ajustando o ar-condicionado para uma temperatura moderada.
verão,Beba água com frequência em dias quentes para se manter hidratado.
crimes online,Nunca clique em links enviados por estranhos.
banheiro,"O chão do banheiro está escorregadio, então ande devagar."
dar certo,Aqueça o corpo adequadamente antes de se exercitar.
parque infantil,Tenha cuidado para não esbarrar nos amigos no parquinho.
Parque aquático,Caminhe lentamente no fundo da piscina sem correr.
sequestro,"Dizer ""Não"" quando um estranho lhe convida para ir a algum lugar."
sequestro,Recusar educadamente presentes de estranhos.
Prevenção de sequestros,"Grite: ""Você não deve ser levado por estranhos."""
porta de vidro,Tenha cuidado e não brinque em frente a portas de vidro.
comida,Tenha uma dieta equilibrada com alimentos saudáveis ​​e fique forte.
dirigir embriagado,Incentivando a direção segura para pais que dirigem.
Primeiro socorro,"Se um amigo se machucar, avise um adulto imediatamente."
roupas,Troque as roupas molhadas por roupas secas.
patins em linha,Use sempre equipamento de segurança e ande em superfície plana.
saudações,Cumprimentando professores e amigos com alegria.
saudações,Diga à sua família que você os ama pela manhã.
Internet,Não publique seu nome ou endereço na internet.
insolação,Use chapéu e descanse na sombra quando o sol estiver forte.
Desfibrilador externo automático,Aprenda como salvar vidas em emergências.
automóvel,Verifique a parte traseira mais uma vez ao abrir a porta do carro.
sinal do carro,"Se a luz verde piscar, aguarde o próximo sinal."
passeio de carro,"Quando o carro parar, olhe para a esquerda e para a direita antes de sair."
bicicleta,Use capacete e ande de bicicleta em local seguro.
bicicleta,Ande de bicicleta em um parque seguro e sem carros.
bicicleta,Você deve desmontar da bicicleta e atravessá-la a pé na faixa de pedestres.
bicicleta,Use um capacete que se ajuste bem à cabeça ao andar de bicicleta.
página,Não fique brincando e ouça o professor.
brinquedo,Brinque com brinquedos pequenos sem colocá-los na boca.
brinquedo,Guarde os brinquedos na caixa depois de brincar.
estação chuvosa,Caminhe evitando as poças quando estiver chovendo forte.
evacuação em caso de desastre,"Em caso de perigo, ouça atentamente os anúncios e evacue o local."
eletricidade,"Observe os fios apenas com os olhos, sem tocá-los."
eletricidade,Não toque em aparelhos elétricos se suas mãos estiverem molhadas.
eletricidade,"Manuseie os fios elétricos com cuidado, utilizando apenas as mãos secas."
almofada de aquecimento elétrica,Crie o hábito de desligar o cobertor elétrico antes de sair.
tomada elétrica,É perigoso tocar em tomadas elétricas com as mãos molhadas.
cozinha,"Não se aproxime enquanto estiver cozinhando, pois estará quente."
estacionamento,"Caminhe de mãos dadas com seus pais, tomando cuidado com os carros no estacionamento."
exercícios de aquecimento,Faça um ou dois exercícios de aquecimento antes de se exercitar.
Acidente de envenenamento,Não toque em detergentes ou produtos químicos e chame um adulto.
terremoto,"Quando um terremoto acontecer, vá para debaixo da mesa."
Segurança em caso de terremoto,Proteja-se debaixo da mesa se ela tremer.
metrô,"Ao usar o metrô, fique na fila e espere sua vez."
estrangular,Coma devagar e mastigue bem.
Jjimjilbang-Cornex,Feche os olhos e relaxe na sauna.
Embarque em veículos,Uma criança descolada que coloca o cinto de segurança assim que entra no carro.
aula de educação física,Preste atenção ao professor e siga as suas instruções durante a aula de Educação Física.
colidir,"Brinque com segurança, sem subir a lugares altos."
sangramento,"Se sangrar, pressione firmemente com um pano limpo."
saúde bucal,Escove os dentes após as refeições.
camping,Tenha cuidado com o fogo e permaneça acompanhado por um adulto no acampamento.
camping,Tenha cuidado e não se aproxime de locais onde haja fogueiras acesas.
prancha de chute,Use capacete ao andar de patinete e circule em áreas sem carros.
prancha de chute,Ande de patinete em um parque seguro usando equipamento de proteção.
tufão,"Quando um tufão se aproximar, evite sair de casa e fique em segurança."
tufão,"Se estiver ventando muito, feche as janelas e fique dentro de casa."
tufão,Fique em casa quando estiver ventando e chovendo.
tufão,"Se houver notícias de um tufão, fique em casa com sua família."
Janela de vidro Typhoon,Fique longe da janela quando um tufão estiver soprando.
onda de calor,"Em dias muito quentes, beba água fria e faça uma pausa."
onda de calor,Manter a temperatura interna fresca e permanecer saudável.
onda de calor,Faça uma pequena pausa à sombra num dia de sol escaldante.
patinação artística,Cair em segurança sobre as nádegas
Manobra de Heimlich,"Se a comida ficar presa na sua garganta, avise um adulto imediatamente."
Segurança Escolar/Pública,"Não corra no corredor, ande em silêncio."
Segurança Escolar,Tenha cuidado para não esbarrar nos seus amigos na sala de aula.
violência escolar,Conviva bem com seus amigos e use palavras gentis.
violência escolar,Ser atencioso com os amigos e compartilhar um coração generoso.
violência escolar,"Tratar os amigos com gentileza, sem os magoar."
violência escolar,"Ter uma vida escolar divertida, respeitando-nos mutuamente."
violência escolar,"Se tiver alguma dúvida, fale com seu professor e seus pais."
violência escolar,"Quando você vir um amigo em apuros, não ignore a situação e ajude-o."
Violência escolar (física),Tenham cuidado para não se machucarem quando fizerem pegadinhas com os amigos.
Denuncie a violência escolar.,"Se um amigo estiver sofrendo bullying, conte secretamente ao professor."
Doenças relacionadas ao resfriado,"Em dias frios, vista-se em camadas e mantenha-se aquecido."
onda de frio,"Saia bem agasalhado(a), com luvas e gorro."
período de descongelamento,"Não caminhe sobre o gelo na primavera, quando ele derrete."
gás hélio,Não inale o gás hélio; encha apenas o balão.
corte de língua,Não morda gelo duro; deixe-o derreter antes de comer.
Excursão escolar,"Ao participar de uma excursão escolar, siga atentamente as instruções do professor."
aguaceiro,Não se aproxime do riacho quando estiver chovendo forte.
tufão de inundação,Brinque em segurança dentro de casa quando o vento e a chuva estiverem fortes.
erupção vulcânica,Use máscara e permaneça em ambientes fechados quando houver poeira.
queimar,"Por favor, afaste-se para que um adulto possa usar a água quente."
fogo,"Quando um incêndio começar, grite ""Fogo!"""
fogo,"Se você vir fumaça, cubra o nariz e a boca e evacue para um local externo."
fogo,"Em caso de incêndio, fuja rapidamente em posição baixa."
fogo,Desligue sempre os aparelhos elétricos da tomada após o uso.
fogo,Use as escadas em vez do elevador ao evacuar.
proteção ambiental,Amar as árvores e as flores sem colhê-las.
poluição ambiental,Separe e recicle o lixo para descartá-lo corretamente.
mudança sazonal,Vista-se adequadamente quando o tempo mudar.
porta giratória,"Passe pelas portas giratórias devagar, sem fazer alarde."
Faixa de pedestres,Levante a mão e atravesse corajosamente no sinal verde.
Faixa de pedestres,Verifique se o carro parou antes de atravessar.
assistir TV,"Assista à televisão à distância, mantendo uma postura correta."
Segurança na TV,Não se pendure nem suba na televisão.
Prevenção de sequestros,"Diga ""Não!"" se um estranho lhe convidar para ir junto."
parque infantil,Utilize os brinquedos de forma ordenada.
Prevenção de sequestros,"Se você se perder, peça ajuda a um policial ou a uma loja."
Lavar as mãos,Lave as mãos com sabão após usar o banheiro.
fogo,"Em caso de incêndio, não se esconda; evacue rapidamente para o exterior."
exercícios de aquecimento,Alongue-se bem antes de se exercitar.
brinquedo,Brinque amigavelmente com seus amigos sem jogar brinquedos.
ônibus,Sente-se em silêncio no seu assento no ônibus.
Internet,Mantenha meu nome e número de telefone em segredo na internet.
cozinha,"Existem muitos objetos perigosos na cozinha, portanto, tenha cuidado."
drogas,Sempre pergunte aos seus pais ou a um médico sobre medicamentos.
comida,Escolha e consuma apenas alimentos saudáveis ​​e frescos.
Brincadeiras na água,"O piso da piscina é escorregadio, portanto, caminhe com cuidado."
metrô,Aguarde em segurança atrás da linha amarela no metrô.
banheiro,Entre devagar no banheiro em vez de correr.
Direitos da criança,Trate o coração de um amigo como se fosse o seu próprio.
sala de aula,"Falar em voz baixa na sala de aula, sem elevar a voz."
plantar,Simplesmente admire as plantas do parque com seus olhos.
sinal do carro,"Mesmo que o sinal esteja verde, certifique-se de verificar se o carro parou."
intoxicação alimentar,"No verão, guarde os alimentos na geladeira e cozinhe-os bem antes de consumir."
elevador,Não force a entrada quando as portas estiverem fechando; entre pela próxima.
aproximadamente,"Comprimidos não são doces, portanto não os engula de forma descuidada."
fogo,"Isqueiros são perigosos, portanto nunca os toque."
terremoto,"Em caso de terremoto, proteja a cabeça e abrigue-se debaixo de uma mesa."
queimar,"Se queimado com água quente, resfrie com água fria."
camping,Sempre acenda uma fogueira em um acampamento acompanhado de um adulto.
