Keyword,Content
arresto cardiaco,"Se vedi una persona che sviene, chiama il 119"
voragine,"Se vedi una voragine, spostati in un luogo sicuro."
slitta,Guidare una slitta in sicurezza in una zona disabitata
abusi sui minori,"Se un amico sembra in difficoltà, dillo all'insegnante"
abusi sui minori,"Se hai un amico che sta soffrendo, parlane con un adulto."
corridoio dell'appartamento,"Non correre nel corridoio, cammina piano"
malattie oftalmiche,"Se hai prurito agli occhi, non strofinarli e metti delle gocce oculari."
abitudini di guida sicure,Rispetta i segnali stradali e riduci la velocità quando vai in bicicletta.
Giochi d'acqua all'aperto,Giocare in acqua a una profondità sicura con un adulto
Piante da esterno,Non mangiare fiori o frutti sconosciuti.
attività all'aperto,Lavatevi accuratamente mani e piedi dopo aver giocato all'aperto.
circa,Prendi solo le medicine che ti hanno dato i tuoi genitori.
droghe,Assumere i medicinali con il permesso di un adulto.
abuso verbale,Usa solo parole carine e gentili con i tuoi amici
abuso verbale,Esprimere parole di apprezzamento per far sentire bene un amico
abuso verbale,Usa un linguaggio rispettoso e premuroso nei confronti degli amici.
abuso verbale,Usa parole di incoraggiamento invece di parole cattive.
scala mobile,Afferrare saldamente la maniglia e posizionarsi all'interno della linea gialla.
scala mobile,"Salite sulla scala mobile in posizione corretta, senza scherzare."
aria condizionata,Proteggi la tua salute impostando il condizionatore a una temperatura moderata.
estate,"Nelle giornate calde, bevi spesso acqua per rimanere idratato."
crimini online,Non cliccare mai su link inviati da sconosciuti.
bagno,"Il pavimento del bagno è scivoloso, quindi camminate lentamente."
allenamento,Riscalda il corpo a sufficienza prima di fare esercizio.
parco giochi,Fai attenzione a non urtare gli amici nel parco giochi.
Parco acquatico,Cammina lentamente sul fondo della piscina senza correre
rapimento,"Dire ""No"" quando uno sconosciuto ti chiede di andare"
rapimento,Rifiutare gentilmente i regali degli sconosciuti
Prevenzione dei rapimenti,"Grida: ""Non dovete essere portati via dagli sconosciuti!"""
porta in vetro,Fate attenzione e non giocate davanti alle porte a vetri.
cibo,Segui una dieta equilibrata a base di cibi sani e diventa forte
guida pericolosa,Un incoraggiamento alla guida sicura per i genitori che guidano
Primo soccorso,"Se un amico si fa male, avvisa subito un adulto."
vestiti,Cambiare gli indumenti bagnati con indumenti asciutti.
pattini in linea,Indossa sempre l'equipaggiamento di sicurezza e guida su una superficie piana.
saluto,Saluta insegnanti e amici con gioia
saluto,Dite alla vostra famiglia che le volete bene al mattino.
Internet,Non pubblicare il tuo nome o indirizzo su internet.
colpo di calore,"Quando il sole è forte, indossa un cappello e riposati all'ombra."
Defibrillatore automatico esterno,Impara come salvare vite umane nelle emergenze
automobile,Controlla di nuovo la parte posteriore quando apri la portiera dell'auto.
segnale stradale,"Se la luce verde lampeggia, attendi il segnale successivo."
Giro in auto,"Quando l'auto si ferma, guarda a sinistra e a destra prima di scendere."
bicicletta,"Quando vai in bicicletta, indossa sempre il casco e scegli un luogo sicuro."
bicicletta,Pedala in un parco sicuro e senza auto.
bicicletta,È obbligatorio scendere dalla bicicletta e attraversare le strisce pedonali spingendola a mano.
bicicletta,"Quando vai in bicicletta, indossa un casco che calzi bene."
pagina,Non perdere tempo e ascolta l'insegnante.
giocattolo,Gioca con piccoli giocattoli senza metterli in bocca
giocattolo,"Dopo aver giocato, riponi i giocattoli nella scatola."
stagione delle piogge,Cammina facendo attenzione alle pozzanghere quando piove forte.
evacuazione in caso di disastro,"In caso di pericolo, ascoltate attentamente gli annunci ed evacuate."
elettricità,"Osserva i fili solo con gli occhi, senza toccarli."
elettricità,Non toccare apparecchi elettrici se hai le mani bagnate.
elettricità,Maneggiare i cavi elettrici con le mani asciutte.
cuscinetto riscaldante elettrico,Prendi l'abitudine di spegnere la coperta elettrica prima di uscire.
presa elettrica,È pericoloso toccare le prese elettriche con le mani bagnate.
cucina,Non avvicinarsi durante la cottura perché è caldo.
parcheggio,"Cammina mano nella mano con i tuoi genitori, facendo attenzione alle auto nel parcheggio."
esercizi di riscaldamento,Esegui uno o due esercizi di riscaldamento prima dell'allenamento.
Incidente con avvelenamento,Non toccare detersivi o prodotti chimici e chiama un adulto.
terremoto,Rifugiati sotto la scrivania quando arriva un terremoto
Sicurezza antisismica,Proteggiti sotto il tavolo se trema
metropolitana,"Quando prendi la metropolitana, mettiti in fila e aspetta il tuo turno."
soffocamento,Mangiate lentamente e masticate bene.
Jjimjilbang-Cornex,Chiudi gli occhi e rilassati nella sauna.
Salita a bordo del veicolo,Un bambino alla moda che allaccia la cintura di sicurezza come prima cosa quando sale in macchina.
Lezione di educazione fisica,"Durante la lezione di educazione fisica, ascolta attentamente l'insegnante e segui le sue istruzioni."
incidente,Gioca in sicurezza senza arrampicarti in luoghi elevati
sanguinamento,"Se sanguina, premere con decisione con un panno pulito."
salute dentale,Lavarsi i denti dopo i pasti
campeggio,Fate attenzione al fuoco e rimanete sempre in campeggio accompagnati da un adulto.
campeggio,Fate attenzione e non avvicinatevi a luoghi dove sono accesi dei fuochi.
battitacco,Indossa il casco quando usi il monopattino e usalo solo in zone senza auto.
battitacco,Usa un monopattino in un parco sicuro indossando l'equipaggiamento protettivo.
tifone,"Quando si avvicina un tifone, evitate di uscire e rimanete al sicuro a casa."
tifone,"Se c'è molto vento, chiudete le finestre e restate in casa."
tifone,Restate a casa quando c'è vento e piove.
tifone,"Se arrivano notizie di un tifone, restate a casa con la vostra famiglia."
Finestra in vetro Typhoon,State lontani dalla finestra quando soffia un tifone.
ondata di calore,"Nelle giornate molto calde, bevete dell'acqua fredda e fate una pausa."
ondata di calore,Mantenere fresca la temperatura interna e rimanere in salute
ondata di calore,Concediti una breve pausa all'ombra in una giornata di sole cocente.
pattinaggio artistico,Cadere in sicurezza sui glutei
Manovra di Heimlich,"Se il cibo ti si blocca in gola, avvisa immediatamente un adulto."
Sicurezza scolastica/pubblica,"Non correre nel corridoio, cammina piano"
Sicurezza scolastica,Fai attenzione a non urtare gli amici in classe
violenza scolastica,Vai d'accordo con i tuoi amici e usa parole gentili
violenza scolastica,Essere premurosi con gli amici e condividere un cuore generoso
violenza scolastica,Trattare gli amici con gentilezza senza ferirli
violenza scolastica,Vivere una vita scolastica divertente nel rispetto reciproco.
violenza scolastica,"Se hai dei dubbi, parlane con i tuoi insegnanti e i tuoi genitori."
violenza scolastica,"Quando vedi un amico in difficoltà, non voltarti dall'altra parte e aiutalo."
Violenza scolastica (fisica),Fate attenzione a non farvi male a vicenda quando fate scherzi con gli amici.
Segnalare la violenza scolastica,"Se un amico viene bullizzato, dillo segretamente all'insegnante"
Malattie legate al raffreddore,"Nelle giornate fredde, indossate diversi strati di vestiti e tenetevi al caldo."
ondata fredda,Uscite ben coperti con guanti e cappello.
periodo di scongelamento,Non andare sul ghiaccio in primavera quando il ghiaccio si scioglie
gas elio,Non inalare il gas elio; riempire soltanto il palloncino.
taglio della lingua,Non mordere il ghiaccio duro; lascialo sciogliere prima di mangiarlo.
Gita scolastica,"Quando si partecipa a una gita scolastica, è fondamentale seguire attentamente le istruzioni dell'insegnante."
acquazzone,Non avvicinatevi al ruscello quando piove forte.
tifone di inondazione,Gioca in sicurezza al chiuso quando il vento e la pioggia sono forti.
eruzione vulcanica,Indossa una mascherina e resta in casa quando c'è polvere.
bruciare,Si prega di spostarsi per consentire a un adulto di utilizzare l'acqua calda.
fuoco,"Quando scoppia un incendio, grida ""Al fuoco!"""
fuoco,"Se vedi del fumo, copri naso e bocca ed esci all'aperto."
fuoco,"In caso di incendio, fuggire rapidamente in posizione bassa."
fuoco,Scollegare sempre gli apparecchi elettrici dopo l'uso.
fuoco,"In caso di evacuazione, utilizzare le scale anziché l'ascensore."
protezione ambientale,Amare alberi e fiori senza coglierli
inquinamento ambientale,Separare e riciclare i rifiuti per smaltirli in modo pulito.
cambiamento stagionale,Vestitevi in ​​modo adeguato quando cambia il tempo.
porta girevole,Attraversate le porte girevoli lentamente e senza perdere tempo.
Attraversamento pedonale,Alza la mano e attraversa con coraggio al semaforo verde.
Attraversamento pedonale,"Prima di attraversare, verificate che l'auto si sia fermata."
visione televisiva,"Guarda la televisione da lontano, mantenendo una postura corretta."
Sicurezza TV,Non appendetevi né arrampicatevi sul televisore.
Prevenzione dei rapimenti,"Grida ""No"" se uno sconosciuto ti chiede di andare insieme"
parco giochi,Utilizzate le attrazioni in modo ordinato.
Prevenzione dei rapimenti,"Se vi perdete, chiedete aiuto a un agente di polizia o a un negozio."
Lavarsi le mani,Lavarsi le mani con il sapone dopo aver usato il bagno.
fuoco,"In caso di incendio, non nascondetevi; uscite rapidamente all'esterno."
esercizi di riscaldamento,Allungatevi accuratamente prima di fare esercizio.
giocattolo,Giocate bene con gli amici senza lanciare i giocattoli
autobus,Siediti tranquillamente al tuo posto sull'autobus.
Internet,Mantieni segreti il ​​mio nome e il mio numero di telefono su internet.
cucina,"In cucina ci sono molti oggetti pericolosi, quindi fate attenzione."
droghe,Chiedete sempre consiglio ai vostri genitori o al vostro medico riguardo ai farmaci.
cibo,Scegli e consuma solo alimenti sani e freschi.
Giochi d'acqua,"La piscina è scivolosa, quindi camminate con attenzione."
metropolitana,Attendete in sicurezza dietro la linea gialla della metropolitana.
bagno,Cammina lentamente in bagno invece di correre
diritti dei bambini,Tratta il cuore di un amico come se fosse prezioso quanto il tuo.
classe,Parlare a bassa voce in classe senza alzare la voce
pianta,Limitatevi ad ammirare le piante del parco con i vostri occhi.
segnale stradale,"Anche se il semaforo è verde, accertatevi che l'auto si sia fermata."
intossicazione alimentare,"In estate, conservate gli alimenti in frigorifero e cuoceteli accuratamente prima di consumarli."
sollevare,Non forzate l'ingresso quando le porte si stanno chiudendo; prendete la porta successiva.
circa,"Le pillole non sono caramelle, quindi non ingerirle con leggerezza."
fuoco,"Gli accendini sono pericolosi, quindi non toccateli mai."
terremoto,"In caso di terremoto, proteggete la testa e nascondetevi sotto una scrivania."
bruciare,"Se la zona si scotta a contatto con acqua calda, raffreddarla con acqua fredda."
campeggio,"Quando si accende un fuoco in campeggio, è sempre necessario essere accompagnati da un adulto."
