Keyword,Content
灾难疏散,遇到危险情况时，请仔细收听广播并撤离。
电,只能用眼睛看电线，不要触摸它们。
电,双手潮湿时请勿触摸电器。
电,用干燥的手触摸电线时要安全。
电加热垫,养成出门前关掉电热毯的习惯
电源插座,用湿手触摸电源插座很危险。
厨房,烹饪时请勿靠近，以免烫伤。
停车场,牵着父母的手走，注意停车场里的车辆。
热身运动,运动前先做一到两个热身运动。
中毒事故,不要接触清洁剂或化学品，并请大人帮忙。
地震,地震时躲到桌子底下
地震安全,桌子摇晃时，请躲到桌子底下保护自己。
地铁,乘坐地铁时，请排队等候。
呛,慢慢吃，细嚼慢咽。
汗蒸房-康奈克斯,闭上眼睛，在桑拿房里放松身心。
车辆登车,一个很酷的孩子，上车后第一件事就是系好安全带。
体育课,体育课上要认真听老师讲课，并遵守老师的指示。
碰撞,安全玩耍，不要攀爬到高处。
出血,如果出血，请用干净的布用力按压。
牙齿健康,饭后刷牙
野营,注意防火，露营时请始终有成年人陪同。
野营,注意安全，不要靠近有火的地方。
踢板,骑滑板车时要戴头盔，并在无车区域骑行。
踢板,在安全的公园里骑滑板车，并佩戴防护装备。
台风,台风来袭时，请勿外出，待在家中确保安全。
台风,如果风很大，请关好窗户待在室内。
台风,刮风下雨时待在家中。
台风,如果收到台风预警，请和家人待在家中。
台风玻璃窗,台风来袭时，远离窗户。
热浪,天气非常炎热时，喝点凉水，休息一下。
热浪,保持室内温度凉爽，保持健康
热浪,在烈日炎炎的日子里，到树荫下稍作休息。
花样滑冰,安全地摔倒在臀部
海姆立克急救法,如果食物卡在喉咙里，请立即告诉大人。
学校/公共安全,不要在走廊里奔跑，要轻声慢步。
校园安全,小心别在教室里碰到朋友。
校园暴力,与朋友和睦相处，多说友善的话语。
校园暴力,体贴朋友，分享温暖的心
校园暴力,善待朋友，不伤害他们
校园暴力,在彼此尊重的同时，享受充满乐趣的校园生活
校园暴力,如果有什么疑问，请和老师或家长沟通。
校园暴力,当你看到朋友遇到困难时，不要视而不见，要帮助他们。
校园暴力（肢体暴力）,和朋友玩恶作剧时要小心，别伤到彼此。
举报校园暴力事件,如果朋友被欺负，可以偷偷告诉老师。
感冒相关疾病,天气寒冷时，要穿多层衣物保暖。
寒潮,出门时要穿得暖和些，戴上手套和帽子。
解冻期,春天冰雪融化时不要上冰。
氦气,不要吸入氦气；只需给气球充气即可。
舌头切,不要啃硬冰，要等它融化后再吃。
实地考察,参加校外活动时，要认真听从老师的指示。
倾盆大雨,暴雨时不要靠近溪流。
洪水台风,强风强雨时，请在室内安全玩耍。
火山喷发,灰尘天气请戴口罩并待在室内。
烧伤,请让开，以便成年人使用热水。
火,发生火灾时，大喊“着火了！”
火,如果看到烟雾，请捂住口鼻并撤离到室外。
火,如果发生火灾，应迅速以低姿态逃生。
火,使用电器后务必拔掉电源插头。
火,疏散时请使用楼梯而不是电梯。
环境保护,爱护树木和花朵，而不采摘它们
环境污染,将垃圾分类回收，以便进行清洁处理。
季节变化,天气变化时要穿合适的衣服
旋转门,缓慢地通过旋转门，不要乱动。
人行横道,绿灯亮起时，举手勇敢地过马路吧！
人行横道,过马路前​​请确认车辆已停稳。
电视观看,保持适当姿势，与家人朋友保持一定距离观看电视。
电视安全,请勿悬挂或攀爬电视机。
防止绑架,如果陌生人邀请你一起走，就大声说“不”。
操场,请有序乘坐游乐设施。
防止绑架,如果你迷路了，可以向警察或商店寻求帮助。
洗手,如厕后请用肥皂洗手。
火,如果发生火灾，不要躲藏；迅速撤离到室外。
热身运动,运动前要充分拉伸
玩具,和朋友们好好玩耍，不要乱扔玩具
公共汽车,在公交车上安静地坐在座位上。
互联网,请在网络上对我的姓名和电话号码保密。
厨房,厨房里有很多危险物品，所以要小心。
药物,关于药物，一定要先咨询父母或医生。
食物,选择并只食用健康新鲜的食物
玩水,游泳池地面很滑，请小心行走。
地铁,在地铁黄线后安全等候
浴室,在浴室里慢慢走，不要跑。
儿童权利,像珍惜自己的心一样珍惜朋友的心。
课堂,在课堂上轻声细语，不要提高音量
植物,只需用眼睛欣赏公园里的植物即可。
汽车信号灯,即使绿灯亮起，也要确保车辆已经停稳。
食物中毒,夏天，食物要储存在冰箱里，食用前要彻底煮熟。
举起,门关上时不要强行往前走；走下一扇门。
大约,药片不是糖果，所以不要随意食用。
火,打火机很危险，千万不要碰它们。
地震,如果发生地震，请保护头部并躲到桌子底下。
烧伤,被热水烫伤后，用冷水冷却。
野营,在露营地生火时，务必有成年人陪同。
