Keyword,Content
कांच का दरवाजा,सावधान रहें और कांच के दरवाजों के सामने न खेलें।
खाना,पौष्टिक आहार का संतुलित सेवन करें और मजबूत बनें।
नशे में गाड़ी चलाना,"जो माता-पिता गाड़ी चलाते हैं, उनके लिए सुरक्षित ड्राइविंग को प्रोत्साहित करना।"
प्राथमिक चिकित्सा,अगर किसी दोस्त को चोट लग जाए तो तुरंत किसी बड़े को बताएं।
कपड़े,गीले कपड़े बदलकर सूखे कपड़े पहन लें
इनलाइन पटरियां,हमेशा सुरक्षा उपकरण पहनें और समतल सतह पर ही सवारी करें।
अभिवादन,शिक्षकों और दोस्तों का उत्साहपूर्वक अभिवादन करना
अभिवादन,सुबह उठकर अपने परिवार को बताएं कि आप उनसे प्यार करते हैं।
इंटरनेट,इंटरनेट पर अपना नाम या पता पोस्ट न करें।
लू लगना,धूप तेज होने पर टोपी पहनें और छाया में आराम करें।
स्वचालित बाह्य डिफिब्रिलेटर,आपात स्थितियों में जान बचाने का तरीका जानें
ऑटोमोबाइल,कार का दरवाजा खोलते समय पीछे की तरफ एक बार फिर से जांच लें।
कार सिग्नल,"यदि हरी बत्ती झपकती है, तो अगले संकेत की प्रतीक्षा करें।"
कार की सवारी,"जब गाड़ी रुके, तो बाहर निकलने से पहले बाएं और दाएं देखें।"
साइकिल,साइकिल चलाते समय हेलमेट पहनें और सुरक्षित स्थान पर ही साइकिल चलाएं।
साइकिल,"किसी सुरक्षित, वाहन-मुक्त पार्क में साइकिल चलाएं।"
साइकिल,आपको साइकिल से उतरकर पैदल ही क्रॉसिंग पार करनी होगी।
साइकिल,साइकिल चलाते समय हेलमेट पहनें जो अच्छी तरह से फिट हो।
पृष्ठ,मस्ती-मजाक मत करो और शिक्षक की बात ध्यान से सुनो।
खिलौने,"छोटे खिलौनों से खेलें, लेकिन उन्हें मुंह में न डालें।"
खिलौने,खेलने के बाद खिलौनों को डिब्बे में रख दें।
बरसात का मौसम,तेज बारिश के दौरान पानी के गड्ढों से बचते हुए चलें।
आपदा के दौरान निकासी,"जब खतरा हो, तो घोषणाओं को ध्यान से सुनें और सुरक्षित स्थान पर चले जाएं।"
बिजली,"तारों को सिर्फ अपनी आंखों से देखें, उन्हें छुएं नहीं।"
बिजली,यदि आपके हाथ गीले हैं तो बिजली के उपकरणों को न छुएं।
बिजली,बिजली के तारों को सूखे हाथों से ही सुरक्षित रूप से छुएं।
इलेक्ट्रिक हीटिंग पैड,बाहर जाने से पहले इलेक्ट्रिक कंबल बंद करने की आदत डालें।
बिजली की दुकान,गीले हाथों से बिजली के आउटलेट को छूना खतरनाक है।
रसोईघर,खाना पकाते समय उसके पास न जाएं क्योंकि वह गर्म होता है।
पार्किंग स्थल,पार्किंग स्थल में खड़ी कारों से सावधान रहते हुए अपने माता-पिता का हाथ पकड़कर चलें।
वार्म-अप व्यायाम,व्यायाम करने से पहले एक या दो वार्म-अप एक्सरसाइज करें।
विष दुर्घटना,डिटर्जेंट या रसायनों को न छुएं और किसी वयस्क को बुलाएं।
भूकंप,भूकंप आने पर डेस्क के नीचे छिप जाएं।
भूकंप सुरक्षा,अगर मेज हिलती है तो उसके नीचे छिपकर खुद को सुरक्षित रखें।
सबवे,"मेट्रो में यात्रा करते समय, लाइन में खड़े रहें और अपनी बारी का इंतजार करें।"
गला घोंटना,धीरे-धीरे खाएं और अच्छी तरह चबाएं।
जिम्जिलबांग-कॉर्नेक्स,अपनी आंखें बंद करें और सौना में आराम करें।
वाहन में चढ़ना,एक ऐसा बच्चा जो कार में बैठते ही सबसे पहले सीट बेल्ट बांध लेता है।
पीटी कक्षा,शारीरिक शिक्षा की कक्षा के दौरान शिक्षक की बातों को ध्यान से सुनें और उनके निर्देशों का पालन करें।
टकरा जाना,ऊँची जगहों पर चढ़े बिना सुरक्षित रूप से खेलें।
रक्तस्राव,अगर खून निकले तो साफ कपड़े से कसकर दबाएं।
दंत स्वास्थ्य,भोजनों के बाद अपने दांतों को ब्रश से साफ करो
डेरा डालना,आग से सावधान रहें और शिविर स्थल पर किसी वयस्क के साथ रहें।
डेरा डालना,सावधान रहें और आग जलाई गई जगहों के पास न जाएं।
किकबोर्ड,स्कूटर चलाते समय हेलमेट पहनें और कार-मुक्त क्षेत्र में ही चलाएं।
किकबोर्ड,किसी सुरक्षित पार्क में सुरक्षात्मक उपकरण पहनकर किक स्कूटर चलाएं।
आंधी,"जब कोई तूफान आने वाला हो, तो बाहर निकलने से बचें और घर पर ही सुरक्षित रहें।"
आंधी,अगर बहुत तेज हवा चल रही हो तो खिड़कियां बंद कर लें और घर के अंदर ही रहें।
आंधी,तेज हवा और बारिश होने पर घर के अंदर ही रहें।
आंधी,अगर तूफान की खबर मिले तो अपने परिवार के साथ घर पर ही रहें।
टाइफून ग्लास विंडो,जब आंधी चल रही हो तो खिड़की से दूर रहें।
लू की लहर,"बहुत गर्म दिनों में, थोड़ा ठंडा पानी पिएं और आराम करें।"
लू की लहर,घर के अंदर का तापमान ठंडा रखना और स्वस्थ रहना
लू की लहर,तेज धूप वाले दिन छाया में थोड़ी देर आराम करें।
फिगर स्केटिंग,सुरक्षित रूप से नितंबों के बल गिरना
हेमलिच पैंतरेबाज़ी,अगर खाना आपके गले में फंस जाए तो तुरंत किसी वयस्क को बताएं।
विद्यालय/सार्वजनिक सुरक्षा,"गलियारे में दौड़ें नहीं, धीरे-धीरे चलें।"
स्कूल सुरक्षा,कक्षा में दोस्तों से टकराने से सावधान रहें।
स्कूल हिंसा,अपने दोस्तों के साथ अच्छे संबंध बनाए रखें और उनसे प्यार से पेश आएं।
स्कूल हिंसा,दोस्तों के प्रति विचारशील होना और उनके साथ स्नेहपूर्ण हृदय साझा करना।
स्कूल हिंसा,दोस्तों के साथ बिना उन्हें ठेस पहुंचाए सौहार्दपूर्ण व्यवहार करना
स्कूल हिंसा,एक दूसरे का सम्मान करते हुए स्कूल जीवन का आनंद लेना
स्कूल हिंसा,"अगर आपको कोई चिंता है, तो अपने शिक्षक और माता-पिता से बात करें।"
स्कूल हिंसा,"जब आप किसी मित्र को मुसीबत में देखें, तो अनदेखा न करें और उसकी मदद करें।"
स्कूल में हिंसा (शारीरिक),दोस्तों के साथ शरारत करते समय सावधान रहें कि एक दूसरे को चोट न पहुंचे।
स्कूल में हिंसा की रिपोर्ट करें,"अगर आपका कोई दोस्त किसी उत्पीड़न का शिकार हो रहा है, तो चुपके से शिक्षक को बता दें।"
सर्दी से संबंधित बीमारियाँ,"ठंड के दिनों में, कपड़ों की कई परतें पहनें और गर्म रहें।"
शीत लहर,दस्ताने और टोपी पहनकर अच्छे से गर्म कपड़े पहनकर बाहर निकलें।
पिघलने की अवधि,वसंत ऋतु में जब बर्फ पिघलती है तो बर्फ पर न जाएं।
हीलियम गैस,हीलियम गैस को अंदर न लें; केवल गुब्बारे में हीलियम गैस भरें।
जीभ कट,कठोर बर्फ को न काटें; खाने से पहले उसे पिघलने दें।
अध्ययन यात्रा,"जब आप किसी फील्ड ट्रिप पर जाएं, तो शिक्षक के निर्देशों का ध्यानपूर्वक पालन करें।"
मूसलधार बारिश,भारी बारिश के दौरान नदी के पास न जाएं
बाढ़ तूफान,तेज हवा और बारिश होने पर घर के अंदर सुरक्षित रूप से खेलें।
ज्वालामुखी का विस्फोट,धूल भरी हवा चलने पर मास्क पहनें और घर के अंदर ही रहें।
जलाना,कृपया एक तरफ हट जाएं ताकि कोई वयस्क गर्म पानी का उपयोग कर सके।
आग,"जब आग लगे तो जोर से चिल्लाएं, ""आग!"""
आग,अगर आपको धुआं दिखाई दे तो अपनी नाक और मुंह ढक लें और बाहर निकल जाएं।
आग,"आग लगने की स्थिति में, जल्दी से नीचे की ओर छिपकर बाहर निकल जाएं।"
आग,बिजली के उपकरणों का उपयोग करने के बाद हमेशा उन्हें अनप्लग कर दें।
आग,बाहर निकलते समय लिफ्ट के बजाय सीढ़ियों का इस्तेमाल करें।
पर्यावरण संरक्षण,"पेड़ों और फूलों से प्यार करना, उन्हें तोड़ना नहीं।"
पर्यावरण प्रदूषण,कचरे को अलग करके और रीसायकल करके उसका स्वच्छ निपटान करें।
मौसमी परिवर्तन,मौसम बदलने पर उचित कपड़े पहनें
परिक्रामी दरवाजा,बिना समय बर्बाद किए धीरे-धीरे घूमने वाले दरवाजों से गुजरें।
पैदल मार्ग,हरी बत्ती पर अपना हाथ उठाएं और साहसपूर्वक सड़क पार करें।
पैदल मार्ग,सड़क पार करने से पहले जांच लें कि गाड़ी रुकी है या नहीं।
टीवी देखना,टीवी को उचित मुद्रा में बैठकर दूर से देखें।
टीवी सुरक्षा,टेलीविजन पर लटकें या चढ़ें नहीं।
अपहरण की रोकथाम,"अगर कोई अजनबी आपको साथ चलने के लिए कहे तो ज़ोर से ""नहीं"" कह दें।"
खेल का मैदान,झूलों का आनंद व्यवस्थित तरीके से लें।
अपहरण की रोकथाम,"अगर आप रास्ता भटक जाएं, तो किसी पुलिस अधिकारी या दुकान से मदद मांगें।"
हाथ धोना,शौचालय का उपयोग करने के बाद अपने हाथों को साबुन से धोएं।
आग,अगर आग लग जाए तो छुपें नहीं; तुरंत बाहर निकल जाएं।
वार्म-अप व्यायाम,व्यायाम करने से पहले अच्छी तरह से स्ट्रेचिंग करें।
खिलौने,दोस्तों के साथ अच्छे से खेलें और खिलौने न फेंकें।
बस,बस में अपनी सीट पर चुपचाप बैठें।
इंटरनेट,कृपया इंटरनेट पर मेरा नाम और फ़ोन नंबर गुप्त रखें।
रसोईघर,"रसोई में कई खतरनाक चीजें होती हैं, इसलिए सावधान रहें।"
ड्रग्स,दवा लेने से पहले हमेशा अपने माता-पिता या डॉक्टर से सलाह लें।
खाना,केवल स्वस्थ और ताज़ा भोजन का चयन करें और उसका सेवन करें।
पानी से खेलना,"स्विमिंग पूल में फिसलन है, इसलिए सावधानी से चलें।"
सबवे,सबवे में पीली लाइन के पीछे सुरक्षित रूप से प्रतीक्षा करें।
स्नानघर,बाथरूम में दौड़ने की बजाय धीरे-धीरे चलें।
बच्चों के अधिकार,अपने मित्र के हृदय को उतना ही अनमोल समझो जितना अपना।
कक्षा,कक्षा में बिना आवाज़ ऊँची किए धीरे से बोलें
पौधा,बस पार्क में लगे पौधों को अपनी आंखों से निहारिए।
कार सिग्नल,"भले ही सिग्नल हरा हो, फिर भी यह सुनिश्चित कर लें कि गाड़ी रुक गई है या नहीं।"
विषाक्त भोजन,"गर्मी के मौसम में, भोजन को फ्रिज में रखें और खाने से पहले उसे अच्छी तरह से पका लें।"
उठाना,जब दरवाजे बंद होने लगें तो जबरदस्ती अंदर घुसने की कोशिश न करें; अगला दरवाजा ले लें।
लगभग,"गोलियां मिठाई नहीं हैं, इसलिए इन्हें लापरवाही से न खाएं।"
आग,"लाइटर खतरनाक होते हैं, इसलिए उन्हें कभी न छुएं।"
भूकंप,भूकंप आने पर अपने सिर की सुरक्षा करें और मेज के नीचे छिप जाएं।
जलाना,अगर गर्म पानी से जल जाए तो उसे ठंडे पानी से ठंडा करें।
डेरा डालना,कैम्पिंग स्थल पर आग जलाते समय हमेशा किसी वयस्क के साथ रहें।
