Keyword,Content
ความรุนแรงในโรงเรียน,หากคุณมีข้อกังวลใดๆ โปรดพูดคุยกับครูและผู้ปกครองของคุณ
ความรุนแรงในโรงเรียน,เมื่อเห็นเพื่อนกำลังเดือดร้อน อย่าเมินเฉยและจงช่วยเหลือเขา
ความรุนแรงในโรงเรียน (ทางกายภาพ),ระวังอย่าทำร้ายกันเวลาเล่นแกล้งเพื่อน
รายงานเหตุการณ์ความรุนแรงในโรงเรียน,ถ้าเพื่อนถูกเพื่อนรังแก ให้แอบบอกครู
โรคที่เกิดจากความหนาวเย็น,ในวันที่อากาศหนาว ควรใส่เสื้อผ้าหลายชั้นเพื่อให้ร่างกายอบอุ่น
คลื่นความเย็น,ออกไปข้างนอกควรสวมเสื้อผ้าให้อบอุ่น เช่น ถุงมือและหมวก
ระยะเวลาการละลาย,อย่าเดินบนน้ำแข็งในฤดูใบไม้ผลิเมื่อน้ำแข็งละลาย
ก๊าซฮีเลียม,ห้ามสูดดมก๊าซฮีเลียม ให้เติมก๊าซเข้าไปในลูกโป่งเท่านั้น
ลิ้นถูกตัด,อย่ากัดน้ำแข็งแข็งๆ ปล่อยให้มันละลายก่อนแล้วค่อยกิน
ทัศนศึกษา,เมื่อไปทัศนศึกษา โปรดปฏิบัติตามคำแนะนำของครูอย่างเคร่งครัด
ฝนตกหนัก,อย่าเข้าใกล้ลำธารเมื่อฝนตกหนัก
น้ำท่วมจากพายุไต้ฝุ่น,เล่นในร่มอย่างปลอดภัยเมื่อมีลมและฝนตกหนัก
การปะทุของภูเขาไฟ,สวมหน้ากากอนามัยและอยู่แต่ในบ้านเมื่อมีฝุ่นละออง
เผา,กรุณาหลีกทางเพื่อให้ผู้ใหญ่ได้ใช้น้ำร้อน
ไฟ,"เมื่อเกิดไฟไหม้ ให้ตะโกนว่า ""ไฟไหม้!"""
ไฟ,หากพบเห็นควัน ให้ปิดจมูกและปาก แล้วรีบออกไปข้างนอก
ไฟ,หากเกิดไฟไหม้ ให้รีบหนีออกมาโดยหมอบต่ำๆ
ไฟ,ถอดปลั๊กเครื่องใช้ไฟฟ้าทุกครั้งหลังใช้งาน
ไฟ,โปรดใช้บันไดแทนลิฟต์เมื่อทำการอพยพ
การปกป้องสิ่งแวดล้อม,รักต้นไม้และดอกไม้โดยไม่เด็ดมัน
มลภาวะทางสิ่งแวดล้อม,แยกและรีไซเคิลขยะเพื่อกำจัดอย่างถูกวิธี
การเปลี่ยนแปลงตามฤดูกาล,แต่งกายให้เหมาะสมเมื่อสภาพอากาศเปลี่ยนแปลง
ประตูหมุน,เดินผ่านประตูหมุนอย่างช้าๆ โดยไม่ต้องวกวน
ทางข้าม,ยกมือขึ้นและข้ามถนนอย่างกล้าหาญเมื่อไฟเขียว
ทางข้าม,ตรวจสอบให้แน่ใจว่ารถหยุดแล้วก่อนข้ามถนน
การดูทีวี,ดูโทรทัศน์จากระยะไกลในท่าทางที่ถูกต้อง
ความปลอดภัยของทีวี,ห้ามห้อยหรือปีนป่ายบนโทรทัศน์
การป้องกันการลักพาตัว,"ตะโกนว่า ""ไม่"" หากคนแปลกหน้าชวนคุณไปด้วยกัน"
สนามเด็กเล่น,โปรดเล่นเครื่องเล่นตามลำดับอย่างเป็นระเบียบ
การป้องกันการลักพาตัว,ถ้าหลงทาง ให้ขอความช่วยเหลือจากเจ้าหน้าที่ตำรวจหรือร้านค้า
การล้างมือ,ล้างมือด้วยสบู่ทุกครั้งหลังใช้ห้องน้ำ
ไฟ,หากเกิดไฟไหม้ อย่าหลบซ่อน ให้รีบอพยพออกไปข้างนอกโดยเร็ว
การออกกำลังกายวอร์มร่างกาย,ยืดกล้ามเนื้อให้ทั่วถึงก่อนออกกำลังกาย
ของเล่น,เล่นกับเพื่อนอย่างสุภาพโดยไม่ขว้างปาของเล่น
รสบัส,นั่งนิ่งๆ บนที่นั่งของคุณบนรถบัส
อินเทอร์เน็ต,โปรดเก็บชื่อและหมายเลขโทรศัพท์ของฉันเป็นความลับบนอินเทอร์เน็ต
ครัว,ในห้องครัวมีสิ่งของอันตรายมากมาย ดังนั้นโปรดระมัดระวัง
ยาเสพติด,ควรปรึกษาพ่อแม่หรือแพทย์เกี่ยวกับยาที่ใช้เสมอ
อาหาร,เลือกรับประทานเฉพาะอาหารที่ดีต่อสุขภาพและสดใหม่เท่านั้น
เล่นน้ำ,พื้นสระว่ายน้ำลื่น โปรดเดินอย่างระมัดระวัง
รถไฟใต้ดิน,รออย่างปลอดภัยหลังเส้นสีเหลืองบนรถไฟใต้ดิน
ห้องน้ำ,เดินช้าๆ ในห้องน้ำแทนที่จะวิ่ง
สิทธิเด็ก,จงทะนุถนอมหัวใจของเพื่อนเหมือนกับหัวใจของคุณเอง
ห้องเรียน,พูดเบาๆ ในห้องเรียนโดยไม่ขึ้นเสียง
ปลูก,เพียงแค่ชื่นชมพืชพรรณในสวนสาธารณะด้วยสายตาของคุณก็พอแล้ว
สัญญาณรถยนต์,แม้ไฟจราจรจะเป็นสีเขียว ก็ควรตรวจสอบให้แน่ใจว่ารถคันนั้นหยุดแล้ว
อาหารเป็นพิษ,ในช่วงฤดูร้อน ควรเก็บอาหารไว้ในตู้เย็นและปรุงให้สุกทั่วถึงก่อนรับประทาน
ยก,อย่าฝืนเข้าไปเมื่อประตูใกล้ปิดแล้ว ให้ไปใช้ประตูถัดไป
ประมาณ,ยาเม็ดไม่ใช่ลูกอม ดังนั้นอย่ากินมันอย่างไม่ระมัดระวัง
ไฟ,ไฟแช็กเป็นอันตราย ห้ามแตะต้องเด็ดขาด
แผ่นดินไหว,หากเกิดแผ่นดินไหว ให้ปกป้องศีรษะและหลบอยู่ใต้โต๊ะ
เผา,เมื่อถูกน้ำร้อนลวก ให้ใช้น้ำเย็นล้างหน้าให้เย็นลง
การตั้งแคมป์,ควรอยู่กับผู้ใหญ่เสมอเมื่อก่อไฟในบริเวณที่ตั้งแคมป์
