Keyword,Content
সাইবারবুলিং,মন্তব্য লেখার সময় আপনার বন্ধুর অনুভূতির প্রতি খেয়াল রাখবেন।
জীবনের প্রতি শ্রদ্ধা,ছোট প্রাণী ও গাছপালাকেও ভালোবাসুন
বেঁচে থাকার সাঁতার,পানিতে পড়ে গেলে আতঙ্কিত হবেন না এবং শরীরকে শিথিল রাখুন।
জীবন সুরক্ষা,বাবা-মায়ের সাথে অন্ধকার রাস্তায় হাঁটা
শিপিং,নৌকায় ওঠার সময় প্রথমে আপনার লাইফ জ্যাকেটটি পরীক্ষা করে নিন।
যৌন সহিংসতা,"কেউ যদি এমন কিছু করে যা আপনার পছন্দ নয়, তাহলে স্পষ্টভাবে বলুন যে আপনি তা পছন্দ করছেন না।"
যৌন সহিংসতা,কেউ আমার শরীর স্পর্শ করার চেষ্টা করলে জোরে চিৎকার করো।
আঙুল কেটে ফেলা,সর্বদা সতর্ক থাকুন যেন দরজায় আপনার হাত আটকে না যায়।
হাত ধোয়া,সাবানের ফেনা দিয়ে আপনার হাত ভালোভাবে ধুয়ে নিন।
সাঁতার,"জলে নামার আগে শরীর গরম করার ব্যায়াম, এক, দুই, এক।"
স্মার্টফোন,অন্ধকারে আপনার স্মার্টফোনের দিকে তাকাবেন না।
স্মার্টফোন,আমি একটি নির্দিষ্ট সময়ের জন্যই আমার স্মার্টফোন ব্যবহার করার প্রতিশ্রুতি দিয়েছি।
স্কেটস,স্কেটিং করার সময় হাঁটুর প্যাড ও দস্তানা পরুন।
স্কি,স্কি রিসোর্টে সবসময় হেলমেট পরুন এবং নিরাপদে স্কি করুন।
লিফট,লিফটের ভেতরে স্থির হয়ে দাঁড়ান।
লিফট,দরজায় হেলান না দিয়ে নিরাপদে লিফট ব্যবহার করুন।
খাদ্য বিষক্রিয়া,জলখাবার খাওয়ার আগে ভালোভাবে হাত ধুয়ে নিন।
খাদ্য বিষক্রিয়া,আপনার খাবার ভালোভাবে রান্না করুন এবং হাত ধুয়ে নিন।
খাবার,মেয়াদোত্তীর্ণ খাবার না খেয়ে ফেলে দিন।
শারীরিক সহিংসতা,বন্ধুদের শরীর নিয়ে খেলার পরিবর্তে তাদের সাথে কথা বলা
ঘরের মূর্তি,ঠান্ডা দিনে গরম জামাকাপড় পরুন এবং ঠান্ডা লাগা থেকে সাবধান থাকুন।
নিখোঁজ ব্যক্তি প্রতিরোধ,"যদি পথ হারিয়ে ফেলেন, সেখানেই থেমে অপেক্ষা করুন।"
কার্ডিয়াক অ্যারেস্ট,"যদি আপনি কোনো অজ্ঞান ব্যক্তিকে দেখতে পান, তাহলে 119 নম্বরে ফোন করুন।"
সিঙ্কহোল,"যদি কোনো ভূমিধস দেখেন, তাহলে নিরাপদ স্থানে চলে যান।"
স্লেজ,জনবসতিহীন এলাকায় নিরাপদে স্লেজ চালান
শিশু নির্যাতন,"কোনো বন্ধুকে যদি কঠিন সময়ের মধ্যে দিয়ে যেতে দেখা যায়, তাহলে শিক্ষককে বলো।"
শিশু নির্যাতন,"তোমার কোনো বন্ধু কষ্ট পেলে, কোনো প্রাপ্তবয়স্ককে বলো।"
অ্যাপার্টমেন্টের করিডোর,"করিডোরে দৌড়াবেন না, আস্তে আস্তে হাঁটুন।"
চক্ষু রোগ,চোখে চুলকানি হলে চোখ ঘষবেন না এবং চোখের ড্রপ দিন।
নিরাপদ ড্রাইভিং অভ্যাস,সাইকেল চালানোর সময় ট্রাফিক সংকেত মেনে চলুন এবং গতি কমিয়ে দিন।
বাইরে জলে খেলা,একজন প্রাপ্তবয়স্কের সাথে নিরাপদ গভীরতার জলে খেলা
বাইরের গাছপালা,অপরিচিত ফুল বা ফল খাবেন না।
বাইরের কার্যকলাপ,বাইরে খেলাধুলা করার পর তোমার হাত ও পা ভালোভাবে ধুয়ে নাও।
প্রায়,"তোমার বাবা-মা তোমাকে যে ওষুধ দেন, শুধু সেটাই খাও।"
ওষুধ,প্রাপ্তবয়স্কের অনুমতি নিয়ে ঔষধ গ্রহণ করুন।
মৌখিক নির্যাতন,তোমার বন্ধুদের সাথে শুধু সুন্দর ও সদয় শব্দ ব্যবহার করো।
মৌখিক নির্যাতন,বন্ধুকে খুশি করার জন্য প্রশংসা করা
মৌখিক নির্যাতন,বন্ধুদের প্রতি সম্মানজনক ও বিবেচনাপূর্ণ ভাষা ব্যবহার করুন।
মৌখিক নির্যাতন,নিষ্ঠুর কথার পরিবর্তে উৎসাহব্যঞ্জক কথা ব্যবহার করুন।
এসকেলেটর,হাতলটি শক্ত করে ধরুন এবং হলুদ রেখার ভেতরে দাঁড়ান।
এসকেলেটর,এসকেলেটরে কোনো রকম গড়িমসি না করে ঠিকভাবে দাঁড়ান।
এয়ার কন্ডিশনিং,এয়ার কন্ডিশনারটি সহনীয় তাপমাত্রায় সেট করে আপনার স্বাস্থ্য রক্ষা করুন।
গ্রীষ্মকাল,গরমের দিনে শরীরকে সতেজ রাখতে ঘন ঘন পানি পান করুন।
অনলাইন অপরাধ,অপরিচিতদের পাঠানো লিঙ্কে কখনো ক্লিক করবেন না।
বাথরুম,"বাথরুমের মেঝে পিচ্ছিল, তাই ধীরে হাঁটুন।"
ব্যায়াম করুন,ব্যায়াম করার আগে শরীরকে ভালোভাবে গরম করে নিন।
খেলার মাঠ,খেলার মাঠে বন্ধুদের সাথে ধাক্কা না খাওয়ার ব্যাপারে সতর্ক থেকো।
ওয়াটার পার্ক,সুইমিং পুলের তলায় না দৌড়ে ধীরে ধীরে হাঁটুন।
অপহরণ,কোনো অপরিচিত ব্যক্তি যেতে বললে 'না' বলা
অপহরণ,অপরিচিতদের কাছ থেকে উপহার বিনয়ের সাথে প্রত্যাখ্যান করা
অপহরণ প্রতিরোধ,"চিৎকার করে বলো, ""তোমাকে অপরিচিতরা যেন নিয়ে যেতে না পারে।"""
কাঁচের দরজা,সাবধান থেকো এবং কাচের দরজার সামনে খেলাধুলা কোরো না।
খাবার,স্বাস্থ্যকর খাবারের সুষম খাদ্য গ্রহণ করুন এবং শক্তিশালী হয়ে উঠুন।
মদ্যপ অবস্থায় গাড়ি চালানো,"যেসব অভিভাবক গাড়ি চালান, তাদের নিরাপদ ড্রাইভিং-এর জন্য উৎসাহ প্রদান।"
প্রাথমিক চিকিৎসা,"যদি কোনো বন্ধু আঘাত পায়, তাহলে অবিলম্বে কোনো প্রাপ্তবয়স্ককে জানাও।"
পোশাক,ভেজা কাপড় বদলে শুকনো কাপড় পরুন।
ইনলাইন স্কেট,সর্বদা নিরাপত্তা সরঞ্জাম পরিধান করুন এবং সমতল পৃষ্ঠে চালনা করুন।
অভিবাদন,শিক্ষক ও বন্ধুদের উজ্জ্বল শুভেচ্ছা।
অভিবাদন,সকালে আপনার পরিবারকে বলুন যে আপনি তাদের ভালোবাসেন।
ইন্টারনেট,ইন্টারনেটে আপনার নাম বা ঠিকানা প্রকাশ করবেন না।
হিটস্ট্রোক,রোদ তীব্র হলে টুপি পরুন এবং ছায়ায় বিশ্রাম নিন।
স্বয়ংক্রিয় বাহ্যিক ডিফিব্রিলেটর,জরুরি পরিস্থিতিতে জীবন বাঁচানোর উপায় জানুন
গাড়ি,গাড়ির দরজা খোলার সময় পেছন দিকটা আরেকবার দেখে নিন।
গাড়ির সংকেত,"যদি সবুজ বাতিটি মিটমিট করে জ্বলে, তাহলে পরবর্তী সংকেতের জন্য অপেক্ষা করুন।"
গাড়িতে যাত্রা,গাড়ি থামলে নামার আগে বামে ও ডানে দেখে নিন।
সাইকেল,সাইকেল চালানোর সময় হেলমেট পরুন এবং নিরাপদ স্থানে চালান।
সাইকেল,"একটি নিরাপদ, গাড়িমুক্ত পার্কে আপনার বাইক চালান।"
সাইকেল,আপনাকে সাইকেল থেকে নেমে জেব্রা ক্রসিং পার হওয়ার সময় সাইকেলটি হেঁটে নিয়ে যেতে হবে।
সাইকেল,সাইকেল চালানোর সময় এমন হেলমেট পরুন যা ভালোভাবে মাথায় বসে যায়।
পৃষ্ঠা,ফাজলামি করো না এবং শিক্ষকের কথা শোনো।
খেলনা,ছোট খেলনাগুলো মুখে না দিয়ে সেগুলো নিয়ে খেলুন।
খেলনা,খেলার পর খেলনাগুলো বাক্সে গুছিয়ে রাখো।
বর্ষাকাল,ভারী বৃষ্টি হলে জমে থাকা জল এড়িয়ে হাঁটুন।
দুর্যোগকালীন স্থানান্তর,"যখন বিপদজনক পরিস্থিতি তৈরি হবে, তখন ঘোষণাগুলো মনোযোগ দিয়ে শুনুন এবং নিরাপদ স্থানে সরে যান।"
বিদ্যুৎ,তারগুলো স্পর্শ না করে শুধু চোখ দিয়ে দেখুন।
বিদ্যুৎ,হাত ভেজা থাকলে বৈদ্যুতিক সরঞ্জাম স্পর্শ করবেন না।
বিদ্যুৎ,শুকনো হাতে নিরাপদে বৈদ্যুতিক তার স্পর্শ করুন।
বৈদ্যুতিক হিটিং প্যাড,বাইরে যাওয়ার আগে ইলেকট্রিক কম্বল বন্ধ করার অভ্যাস গড়ে তুলুন।
বৈদ্যুতিক আউটলেট,ভেজা হাতে বৈদ্যুতিক সকেট স্পর্শ করা বিপজ্জনক।
রান্নাঘর,"রান্নার সময় কাছে যাবেন না, কারণ এটি গরম থাকে।"
পার্কিং লট,পার্কিং লটের গাড়িগুলোর ব্যাপারে সতর্ক থেকে তোমার বাবা-মায়ের হাত ধরে হাঁটো।
ওয়ার্ম-আপ ব্যায়াম,ব্যায়াম করার আগে এক-দুটি ওয়ার্ম-আপ ব্যায়াম করে নিন।
বিষক্রিয়া দুর্ঘটনা,ডিটারজেন্ট বা রাসায়নিক পদার্থ স্পর্শ করবেন না এবং একজন প্রাপ্তবয়স্ককে ডাকুন।
ভূমিকম্প,ভূমিকম্প হলে ডেস্কের নিচে চলে যান।
ভূমিকম্প সুরক্ষা,টেবিলটা নড়লে তার নিচে নিজেকে রক্ষা করুন।
পাতাল রেল,সাবওয়েতে চড়ার সময় লাইনে দাঁড়িয়ে নিজের পালা আসা পর্যন্ত অপেক্ষা করুন।
শ্বাসরোধ,ধীরে ধীরে খান এবং ভালোভাবে চিবিয়ে নিন।
জিমজিলবাং-কর্নেক্স,সোনায় চোখ বন্ধ করে আরাম করুন।
গাড়িতে আরোহণ,একজন স্মার্ট বাচ্চা যে গাড়িতে উঠেই প্রথমে সিটবেল্ট বেঁধে নেয়।
শারীরিক শিক্ষার ক্লাস,শারীরিক শিক্ষা ক্লাসে শিক্ষকের কথা মনোযোগ দিয়ে শোনো এবং তাঁর নির্দেশনা মেনে চলো।
দুর্ঘটনা,উঁচু জায়গায় না উঠে নিরাপদে খেলুন।
রক্তপাত,রক্ত বের হলে একটি পরিষ্কার কাপড় দিয়ে জোরে চাপ দিন।
দাঁতের স্বাস্থ্য,খাবার পর দাঁত ব্রাশ করুন।
ক্যাম্পিং,আগুন থেকে সাবধান থাকুন এবং ক্যাম্পসাইটে কোনো প্রাপ্তবয়স্কের সঙ্গে থাকুন।
ক্যাম্পিং,"সাবধান থাকুন এবং যেখানে আগুন জ্বালানো হয়েছে, তার কাছে যাবেন না।"
কিকবোর্ড,কিক স্কুটার চালানোর সময় হেলমেট পরুন এবং গাড়িমুক্ত এলাকায় চালান।
কিকবোর্ড,সুরক্ষামূলক সরঞ্জাম পরে একটি নিরাপদ পার্কে কিক স্কুটার চালান।
টাইফুন,টাইফুন আসার সময় বাইরে যাওয়া থেকে বিরত থাকুন এবং বাড়িতে নিরাপদে থাকুন।
টাইফুন,"যদি খুব বেশি বাতাস হয়, তাহলে জানালাগুলো বন্ধ করে ভেতরে থাকুন।"
টাইফুন,ঝড়ো হাওয়া ও বৃষ্টির সময় বাড়িতে থাকুন।
টাইফুন,টাইফুনের খবর পেলে পরিবারের সঙ্গে বাড়িতে থাকুন।
টাইফুন গ্লাস উইন্ডো,টাইফুন চলাকালীন জানালা থেকে দূরে থাকুন।
তাপপ্রবাহ,খুব গরমের দিনে ঠান্ডা জল পান করুন এবং বিশ্রাম নিন।
তাপপ্রবাহ,ঘরের ভেতরের তাপমাত্রা শীতল রাখা এবং সুস্থ থাকা
তাপপ্রবাহ,প্রখর রৌদ্রের দিনে ছায়ায় একটু বিশ্রাম নিন।
ফিগার স্কেটিং,নিরাপদে নিতম্বের উপর পড়া
হাইমলিখ কৌশল,গলায় খাবার আটকে গেলে সঙ্গে সঙ্গে কোনো প্রাপ্তবয়স্ককে জানান।
স্কুল/জননিরাপত্তা,"করিডোরে দৌড়াবেন না, আস্তে আস্তে হাঁটুন।"
স্কুল নিরাপত্তা,শ্রেণীকক্ষে বন্ধুদের সাথে ধাক্কা না খাওয়ার ব্যাপারে সতর্ক থেকো।
স্কুল সহিংসতা,বন্ধুদের সাথে ভালোভাবে মিশুন এবং সদয় কথা বলুন।
স্কুল সহিংসতা,বন্ধুদের প্রতি সহানুভূতিশীল হওয়া এবং আন্তরিকতা ভাগ করে নেওয়া।
স্কুল সহিংসতা,বন্ধুদের আঘাত না করে তাদের সাথে সদয় আচরণ করা
স্কুল সহিংসতা,পরস্পরের প্রতি শ্রদ্ধাশীল থাকার পাশাপাশি আনন্দময় স্কুল জীবন যাপন করা।
স্কুল সহিংসতা,তোমার কোনো উদ্বেগ থাকলে শিক্ষক ও অভিভাবকদের সঙ্গে কথা বলো।
স্কুল সহিংসতা,"যখন কোনো বন্ধুকে বিপদে দেখবে, তখন উদাসীন থেকো না এবং তাকে সাহায্য করো।"
বিদ্যালয়ে সহিংসতা (শারীরিক),বন্ধুদের সাথে দুষ্টুমি করার সময় একে অপরকে আঘাত না করার ব্যাপারে সতর্ক থেকো।
বিদ্যালয়ে সহিংসতার রিপোর্ট করুন,"যদি কোনো বন্ধু উৎপীড়নের শিকার হয়, তাহলে গোপনে শিক্ষককে বলো।"
ঠান্ডাজনিত অসুস্থতা,ঠান্ডা দিনে স্তরে স্তরে পোশাক পরুন এবং উষ্ণ থাকুন।
শৈত্যপ্রবাহ,দস্তানা ও টুপি পরে উষ্ণভাবে বাইরে যান।
গলনের সময়কাল,বসন্তে বরফ গলে গেলে বরফের উপর যাবেন না।
হিলিয়াম গ্যাস,হিলিয়াম গ্যাস শ্বাসের সাথে গ্রহণ করবেন না; শুধু বেলুনটি ভর্তি করুন।
জিহ্বা কাটা,শক্ত বরফ কামড় দেবেন না; খাওয়ার আগে তা গলতে দিন।
মাঠ ভ্রমণ,শিক্ষামূলক ভ্রমণে যাওয়ার সময় শিক্ষকের নির্দেশনা মনোযোগ সহকারে অনুসরণ করো।
মুষলধারে বৃষ্টি,ভারী বর্ষণের সময় ঝর্ণার কাছে যাবেন না।
বন্যা ঘূর্ণিঝড়,প্রবল ঝড়-বৃষ্টির সময় নিরাপদে বাড়ির ভেতরে খেলুন।
আগ্নেয়গিরির অগ্ন্যুৎপাত,ধুলোবালি থাকলে মাস্ক পরুন এবং ঘরের ভেতরে থাকুন।
পোড়া,অনুগ্রহ করে একপাশে সরে যান যাতে একজন প্রাপ্তবয়স্ক গরম জল ব্যবহার করতে পারেন।
আগুন,"যখন আগুন লাগে, তখন ""আগুন!"" বলে চিৎকার করুন।"
আগুন,ধোঁয়া দেখলে নাক ও মুখ ঢেকে বাইরে চলে যান।
আগুন,"আগুন লাগলে, নিচু হয়ে দ্রুত পালিয়ে যান।"
আগুন,ব্যবহারের পর সর্বদা বৈদ্যুতিক সরঞ্জাম আনপ্লাগ করুন।
আগুন,সরিয়ে নেওয়ার সময় লিফটের পরিবর্তে সিঁড়ি ব্যবহার করুন।
পরিবেশ সুরক্ষা,গাছ ও ফুল না ছিঁড়ে ভালোবাসা।
পরিবেশ দূষণ,আবর্জনা পরিষ্কারভাবে নিষ্পত্তি করার জন্য তা আলাদা করুন এবং পুনর্ব্যবহার করুন।
ঋতু পরিবর্তন,আবহাওয়া পরিবর্তনের সময় যথাযথ পোশাক পরুন।
ঘূর্ণায়মান দরজা,কোনো রকম গড়িমসি না করে ধীরে ধীরে ঘূর্ণায়মান দরজা দিয়ে যান।
পথচারী পারাপার,সবুজ বাতিতে হাত তুলে সাহসের সাথে পার হোন।
পথচারী পারাপার,পার হওয়ার আগে গাড়িটি থেমেছে কিনা তা দেখে নিন।
টিভি দেখা,সঠিক ভঙ্গিতে দূর থেকে টেলিভিশন দেখুন।
টিভি নিরাপত্তা,টেলিভিশনে ঝোলাবেন না বা চড়বেন না।
অপহরণ প্রতিরোধ,"কোনো অপরিচিত ব্যক্তি আপনাকে একসাথে যেতে বললে ""না"" বলে চিৎকার করুন।"
খেলার মাঠ,ক্রমানুসারে রাইডগুলোতে চড়ুন।
অপহরণ প্রতিরোধ,"যদি হারিয়ে যান, তাহলে সাহায্যের জন্য কোনো পুলিশ কর্মকর্তা বা দোকানকে জিজ্ঞাসা করুন।"
হাত ধোয়া,শৌচাগার ব্যবহারের পর সাবান দিয়ে হাত ধুয়ে নিন।
আগুন,আগুন লাগলে লুকিয়ে পড়বেন না; দ্রুত বাইরে বেরিয়ে আসুন।
ওয়ার্ম-আপ ব্যায়াম,ব্যায়াম করার আগে ভালোভাবে স্ট্রেচ করুন।
খেলনা,খেলনা না ছুঁড়ে বন্ধুদের সাথে ভালোভাবে খেলো।
বাস,বাসে আপনার আসনে চুপচাপ বসুন।
ইন্টারনেট,ইন্টারনেটে আমার নাম ও ফোন নম্বর গোপন রাখুন
রান্নাঘর,"রান্নাঘরে অনেক বিপজ্জনক জিনিসপত্র আছে, তাই সতর্ক থাকুন।"
ওষুধ,ওষুধের ব্যাপারে সবসময় তোমার বাবা-মা বা ডাক্তারকে জিজ্ঞাসা করো।
খাবার,শুধুমাত্র স্বাস্থ্যকর ও তাজা খাবার বেছে নিন এবং খান।
জল খেলা,"সুইমিং পুলের ভেতরটা পিচ্ছিল, তাই সাবধানে হাঁটুন।"
পাতাল রেল,সাবওয়ের হলুদ লাইনের পিছনে নিরাপদে অপেক্ষা করুন।
বাথরুম,বাথরুমে দৌড়ানোর পরিবর্তে ধীরে হাঁটুন।
শিশুদের অধিকার,বন্ধুর হৃদয়কে নিজের হৃদয়ের মতোই মূল্যবান মনে করুন।
শ্রেণীকক্ষ,শ্রেণীকক্ষে গলা না বাড়িয়ে শান্তভাবে কথা বলা।
উদ্ভিদ,পার্কের গাছপালাগুলো শুধু চোখ দিয়ে দেখুন।
