Keyword,Content
行方不明の予防,迷子になるとその場で止まって待つ
心停止,倒れた人を見ると119に報告する
シンクホール,地面が消えた場所が見えたら安全な場所に避ける
そり,そり人がいない場所で安全に乗る
児童虐待,友達が大変だと思ったら先生に言う
児童虐待,心が痛い友達がいたら大人に知らせる
アパートの廊下,廊下では走らずに四つだけを歩く
眼科疾患,目がくすぐった場合は、ビビじてはいけません。
安全運行習慣,自転車に乗るときに信号を守り、スピードを下げる
屋外ウォータープレイ,大人と一緒に安全な深さで水を遊ぶ
屋外植物,知らない花や果実は食べない
野外活動,外で遊ぶと手足をきれいに洗う
薬,薬は両親が与えるものだけを食べる
薬,薬は大人の許可を得て食べる
言語暴力,友達にはきれいで素敵な言葉だけを書く
言語暴力,友達の気分を良くする賞賛の言葉を渡す
言語暴力,友達を尊重し、心配する言葉を使う
言語暴力,悪い言葉の代わりに力になる良い言葉を書く
エスカレーター,ハンドルをしっかりと握って黄色い線の中に立つ
エスカレーター,エスカレーターではいたずらずに正しく立つ
エアコン,エアコンの温度は適度に合わせて健康を守る
夏,暑い日に水をよく飲んで水分を補給する
オンライン犯罪,知らない人が送ったリンクは決して押さない
バスルーム,バスルームの床は滑りやすいのでゆっくり歩く
運動,運動する前に、体を十分に緩めてください。
運動場,運動場では友達とぶつからないように気をつけて
ウォーターパーク,プールの床では走らずにゆっくり歩く
誘拐,見知らぬ人が行こうとしたら嫌だと言う
誘拐,知らない人が贈る贈り物は丁寧に断る
誘拐防止,知らない人が連れて行こうとしないでください。
ガラスドア,ガラスのドアの前では、いたずらずに注意してください。
食べ物,健康的な食べ物をまんべんなく食べて丈夫にする
飲酒運転,運転している両親に安全運転を応援する
応急処置,友達が怪我をしたら早く大人に知らせる
衣類,雨の中で濡れた服は、
インラインスケート,安全装置を必ず平らな場所に乗る
挨拶,先生と友達に明るく挨拶する
挨拶,朝は家族に愛していると言う
インターネット,名前や住所はインターネットに掲載されない
日射病,太陽が暑いときは帽子をかぶって日陰で休む
自動心臓インパクター,緊急事態に命を救う方法を学ぶ
車,車のドアを開けるときは、背面をもう一度確認する
自動車信号,緑色の火が点滅したら、次の信号を待つ
自動車搭乗,車が止まると左右を見て降りる
自転車,自転車に乗るときは、ヘルメットを着て安全な場所に乗る
自転車,自転車は車のない安全な公園に乗る
自転車,横断歩道では、自転車から降りてドラッグして行く
自転車,自転車に乗るときは頭にぴったりのヘルメットを書く
章,いたずらずに先生の言葉をよく聞く
おもちゃ,小さなおもちゃは口に入れずに遊ぶ
おもちゃ,遊んでいる私のおもちゃは箱にまとめる
梅雨,雨が多いときは、水たまりを避けて歩く
災害避難,危険な場合は、ガイド放送をよく聞いて避難する
電気,電線は触れず、目だけで見る
電気,手に噛むと電化製品に触れない
電気,電気コードは乾いた手で安全に触れる
電気長板,電装板は消して外出する習慣を育てる
電気コンセント,濡れた手でコンセントに触れると危険です。
キッチン,調理するときは暑いので、近くに行かないでください。
駐車場,駐車場では車に気をつけて両親の手をつないで歩く
準備運動,運動する前に、1つか2つの準備運動をする
中毒事故,洗剤や薬は触れないで大人を呼ぶ
地震,地震が起きたら机の下にすっぽり入る
地震発生安全,揺れるとダイニングテーブルの下で体を守る
地下鉄,地下鉄に乗るときは列を立てて順番に守る
窒息,食べ物はゆっくりと噛んで食べる
チムジルバン - 角膜,チムジルバンでは目を閉じてリラックス
車両搭乗,車に乗るとシートベルトから結ぶ素敵な子供たち
体育時間,体育時には先生の言葉をよく聞いてフォローする
墜落,高いところには上がらず安全に遊ぶ
出血,血が出たら、きれいな布でしっかり押してください。
歯の健康,ご飯を食べた後にチカチカをうがいする
キャンプ,キャンプ場では火を気にして大人と一緒に
キャンプ,火のかかる場所の近くには行かずに注意してください
キックボード,キックボードに乗るときは、ヘルメットを書いて車のないところに乗る
キックボード,キックボードは安全な公園で保護され、乗る
台風,台風が来たら外出を控え、自宅で安全に
台風,風がたくさん吹くと窓を閉めて家の中にいる
台風,雨が降るときは外に出ないで家にいる
台風,台風のニュースがあれば、家族と一緒に家に泊まる
台風ガラス窓,台風が火の時は窓から遠く
爆炎,暑すぎる日には涼しい水を飲んで休む
爆炎,室温を涼しく保ち、健康を守る
爆炎,太陽がちょっとした日中は日陰でしばらく休む
フィギュアスケート,転倒するときは、お尻からクンを安全に倒す
ハイムリヒ法,食べ物が首にかかるとすぐに大人に知らせる
学校/公共安全,廊下では走らずに四つだけを歩く
学校安全,教室の中では、友達とぶつからないように気をつけて
学校暴力,友達と仲良くして、素敵な言葉を書く
学校暴力,友達に配慮して暖かい心を分ける
学校暴力,友達に傷つけずに親切に扱う
学校暴力,お互いを尊重し、楽しい学校生活をする
学校暴力,悩みがあれば先生と両親に話す
学校暴力,タフな友達を見ると、知らないふりをすることなく助けてくれる
学校暴力（身体）,友達といたずらするときは、お互いに傷つけないように気をつけて
学爆申告,友達がいじめられたら、先生にこっそり教えてください
寒冷疾患,寒い日には服を重ね着して暖かく
ハンファ,手袋と帽子で暖かく武装して外出する
海氷機,氷が溶ける春には氷の上に行かない
ヘリウムガス,ヘリウムガスを飲むのではなく、バルーンにのみ入れる
舌切り,硬い氷は壊さずに溶かして食べる
現場学習,現場学習に行くと、先生の言葉によく従う
大雨,雨が多いと、小川の近くには行かない
洪水台風,風が激しいときは、家の中で安全に遊ぶ
火山爆発,ほこりが多いときはマスクを使って屋内にいます
やけど,お湯は大人のために使用します。
火災,火がついた時は大声で火だよ叫ぶ
火災,煙が出たら鼻や口をふさいで外に避難する
火災,火が出たら低い姿勢で素早く逃げる
火災,電気製品を書いた後は、コードを必ず抜く
火災,避難するときは、エレベーターではなく階段を利用する
環境保護,木と花を折らずに愛してください。
環境汚染,ゴミは分別してきれいに捨てる
切節機器,天気が変わるときは、服をよく持って着る
回転ドア,回転ドアでは遊び心を持たずにゆっくり通過する
横断歩道,緑の火に手をつないでじっくり渡る
横断歩道,車が止まっていることを確認してスキップ
テレビを見る,テレビは遠くから正しい姿勢で見る
テレビ安全,テレビにぶら下がったり上がったりしない
誘拐防止,知らない人が一緒に行こうとしたら嫌です。
遊び場,乗り物は次々と秩序を守って乗る
誘拐防止,迷ったら警察官や店に助けを求める
手洗い,トイレに行った後は、石鹸で手を洗う
火災,火がついたら隠さずに早く避難する
準備運動,運動前にはずっとストレッチする
おもちゃ,おもちゃは友達に投げずに仲良く遊ぶ
バス,バスの中では、席に大人座っている
インターネット,インターネットで私の名前と電話番号を秘密にする
キッチン,キッチンには危険なものが多いので注意してください
薬,薬は必ず両親や医師の先生にお会いしましょう
食品,健康で新鮮な食べ物だけを選んで食べる
水遊び,プールでは滑りやすいので注意して歩く
地下鉄,地下鉄では黄色い線の後ろで安全に待つ
バスルーム,浴室では走らずゆっくり歩く
子供券,友達の心も私の心のように大切に扱う
教室,教室では大声を出さず静かに話す
植物,公園内の植物は目でのみきれいにしてください。
自動車信号,緑の火でも車が止まっているかどうかを確認する
食中毒,夏には、食べ物を冷蔵庫に保管し、よく調理して食べる
昇降機,ドアが閉まるときは無理で乗らず次の乗り物
薬,ピルはキャンディではないので、むやみに食べないでください。
火災,ライターは危険なので絶対に触れない
地震,地震が発生したら頭を守り、机の下に隠す
やけど,お湯に入れたときは冷たい水で冷やしてください。
キャンプ,キャンプ場で火をつける時はいつも大人と一緒に
