Keyword,Content
berjudi,"Permainan yang melibatkan uang itu berbahaya, jadi jangan memainkannya."
berjudi,Bermain game yang bermanfaat bersama teman-teman alih-alih mempertaruhkan uang.
flu,Seringlah mencuci tangan dan kenakan masker demi kesehatan Anda.
ular berbisa,"Jika Anda melihat ular di pegunungan, mundurlah perlahan untuk menghindarinya."
hewan,Bahkan hewan yang lucu pun tidak boleh disentuh sembarangan; cukup lihat saja dengan mata Anda.
Keamanan hewan,Jangan mendekati hewan yang tidak dikenal.
Rute menuju dan dari sekolah,Berjalanlah di trotoar yang aman saat menuju sekolah.
Rute menuju dan dari sekolah,Singkirkan ponsel pintar Anda sejenak saat berjalan.
Dalam perjalanan ke dan dari sekolah,Berjalanlah di jalur yang aman dan jauh dari jalan raya.
perundungan,Bermain dengan baik bersama semua teman
Perundungan antar teman sebaya,Perlakukan teman dengan hormat dan jalin hubungan baik.
hal-hal panas,Tiup makanan panas untuk mendinginkannya sebelum dimakan dengan hati-hati.
Malbeom,Cuci tangan Anda sampai bersih setelah menyentuh hewan.
stopkontak,Gunakan stopkontak listrik hanya seperlunya.
Jepitan pintu,"Saat menutup pintu, pastikan jari Anda tidak terjepit."
Benda jatuh,Mintalah bantuan orang dewasa untuk menurunkan barang-barang dari tempat yang tinggi.
Bermain air,Kenakan jaket pelampung yang kokoh saat bermain di air.
Bermain air,Bermainlah di air hanya di area yang aman dan hindari air yang dalam.
Bermain air,Jangan berenang di daerah dengan arus yang kuat.
debu halus,Pakailah masker dan jaga kesehatan Anda di hari-hari dengan kualitas udara buruk.
perlengkapan seni,Kembalikan gunting dan pisau ke tempatnya setelah digunakan.
ruang seni,Gunakan kacamata pengaman dan lindungi mata Anda saat melakukan percobaan.
kecelakaan anak hilang,"Jika kamu kehilangan orang tuamu, tunggulah di tempat itu."
Bermain air laut,Hanya perhatikan area dengan ombak yang kuat dan jangan masuk ke dalamnya.
Berenang di perairan terbuka,Selalu kenakan jaket pelampung saat bermain di laut.
hewan peliharaan,Mintalah izin pemiliknya sebelum menyentuh hewan tersebut.
liburan,Tidurlah lebih awal dan bangunlah lebih awal bahkan saat liburan.
penutup api,Jangan melewati bagian bawah penutup yang sedang turun.
bis,"Saat naik bus, berdirilah dalam satu baris dan tunggu giliran Anda."
Naik bus,"Saat bus berhenti total, naik dan turunlah dengan perlahan."
Sengatan lebah,"Jika Anda melihat lebah, jangan ganggu dan hindarilah dengan tenang."
sedang berjalan,"Berjalanlah dengan percaya diri di trotoar yang aman, bukan di jalan raya."
keselamatan pejalan kaki,Jangan melihat ponsel Anda saat berjalan.
Mendaki di musim semi,Kenakan pakaian panjang dan waspadai serangga saat pergi ke pegunungan.
Bermain api,Serahkan korek api dan pemantik kepada orang dewasa.
hari hujan,"Saat menggunakan payung, peganglah sedemikian rupa sehingga Anda dapat melihat dengan jelas ke depan."
pintu keluar darurat,Periksa rambu keluar darurat berwarna hijau terlebih dahulu.
kecelakaan pesawat,Dengarkan dengan saksama pengumuman pramugari di dalam pesawat.
Keselamatan penerbangan,Kencangkan sabuk pengaman Anda segera setelah Anda duduk.
perundungan siber,Gunakan bahasa yang sopan dan ramah bahkan di internet.
perundungan siber,"Saat menulis komentar, perhatikan perasaan temanmu."
Menghormati kehidupan,Sayangi juga hewan-hewan kecil dan tumbuhan.
Berenang untuk bertahan hidup,"Jika Anda terjatuh ke dalam air, jangan panik dan rilekskan tubuh Anda."
Keselamatan Jiwa,Berjalan di jalanan gelap bersama orang tua
pengiriman,"Saat menaiki perahu, periksa jaket pelampung Anda terlebih dahulu."
kekerasan seksual,"Jika seseorang melakukan sesuatu yang tidak Anda sukai, katakan dengan jelas bahwa Anda tidak menyukainya."
kekerasan seksual,Berteriaklah dengan keras jika seseorang mencoba menyentuh tubuhku.
amputasi jari,Selalu berhati-hatilah agar tangan Anda tidak terjepit di pintu.
Mencuci tangan,Cuci tangan Anda hingga bersih dengan sabun hingga berbusa.
renang,"Latihan pemanasan sebelum masuk ke air, satu, dua, satu."
ponsel pintar,Jangan melihat ponsel pintar Anda di tempat gelap.
ponsel pintar,Saya berjanji hanya akan menggunakan ponsel pintar saya dalam jangka waktu tertentu.
Sepatu luncur,Gunakan pelindung lutut dan sarung tangan saat bermain seluncur es.
main ski,Selalu kenakan helm dan bermain ski dengan aman di resor ski.
mengangkat,Berdiri diam di dalam lift
mengangkat,Gunakan lift dengan aman tanpa bersandar pada pintu.
keracunan makanan,Cuci tangan Anda sampai bersih sebelum makan camilan.
keracunan makanan,Masak makanan Anda hingga matang dan cuci tangan Anda.
makanan,Buang makanan yang sudah kadaluarsa daripada memakannya.
kekerasan fisik,Berbincang dengan teman-teman alih-alih bermain-main dengan tubuh mereka.
Patung dalam ruangan,Kenakan pakaian hangat di hari yang dingin dan berhati-hatilah agar tidak terkena flu.
Pencegahan Orang Hilang,"Jika Anda tersesat, berhentilah di situ dan tunggu."
gagal jantung,"Jika Anda melihat seseorang pingsan, hubungi 119."
lubang runtuhan,"Jika Anda melihat lubang runtuhan, pindahlah ke tempat yang aman."
kereta luncur,Naik kereta luncur dengan aman di daerah tak berpenghuni.
pelecehan anak,"Jika temanmu terlihat sedang mengalami kesulitan, beritahu gurunya."
pelecehan anak,"Jika kamu punya teman yang sedang menderita, beri tahu orang dewasa."
lorong apartemen,"Jangan berlari di lorong, berjalanlah pelan-pelan."
penyakit mata,"Jika mata Anda terasa gatal, jangan digosok dan gunakan obat tetes mata."
Kebiasaan mengemudi yang aman,Patuhi rambu lalu lintas dan kurangi kecepatan saat mengendarai sepeda.
Bermain air di luar ruangan,Bermain di air pada kedalaman yang aman dengan pengawasan orang dewasa.
Tanaman luar ruangan,Jangan memakan bunga atau buah yang tidak dikenal.
aktivitas luar ruangan,Cuci tangan dan kaki Anda sampai bersih setelah bermain di luar.
sekitar,Hanya minum obat yang diberikan orang tuamu.
narkoba,Minumlah obat dengan izin orang dewasa.
pelecehan verbal,Gunakan hanya kata-kata yang indah dan baik kepada teman-temanmu.
pelecehan verbal,Memberikan kata-kata pujian untuk membuat teman merasa senang.
pelecehan verbal,Gunakan bahasa yang sopan dan penuh pertimbangan terhadap teman-teman Anda.
pelecehan verbal,"Gunakan kata-kata yang menyemangati, bukan kata-kata yang menyakitkan."
eskalator,Pegang gagangnya dengan erat dan berdiri di dalam garis kuning.
eskalator,Berdirilah dengan benar di eskalator tanpa bermain-main.
AC,Lindungi kesehatan Anda dengan mengatur AC ke suhu yang sedang.
musim panas,Minumlah air putih sesering mungkin di hari yang panas agar tetap terhidrasi.
kejahatan online,Jangan pernah mengklik tautan yang dikirim oleh orang asing.
kamar mandi,"Lantai kamar mandi licin, jadi berjalanlah perlahan."
olahraga,Lakukan pemanasan yang cukup sebelum berolahraga.
tempat bermain,Hati-hati jangan sampai menabrak teman di taman bermain.
Taman air,Berjalanlah perlahan di dasar kolam renang tanpa berlari.
penculikan,"Mengatakan ""Tidak"" ketika orang asing mengajakmu pergi"
penculikan,Menolak hadiah dari orang asing dengan sopan.
Pencegahan penculikan,"Teriakkan, ""Kamu tidak boleh dibawa pergi oleh orang asing."""
pintu kaca,Berhati-hatilah dan jangan bermain-main di depan pintu kaca.
makanan,Konsumsilah makanan sehat yang seimbang dan jadilah kuat.
mengemudi dalam keadaan mabuk,Mendukung keselamatan berkendara bagi orang tua yang mengemudi.
Pertolongan pertama,"Jika temanmu terluka, segera beri tahu orang dewasa."
pakaian,Ganti pakaian basah dengan pakaian kering.
sepatu roda,Selalu kenakan perlengkapan keselamatan dan berkendara di permukaan yang datar.
salam,Menyapa guru dan teman dengan ceria
salam,Sampaikan rasa sayangmu kepada keluargamu di pagi hari.
Internet,Jangan memposting nama atau alamat Anda di internet.
pitam panas,Pakailah topi dan beristirahatlah di tempat teduh saat matahari terik.
Defibrillator Eksternal Otomatis,Pelajari cara menyelamatkan nyawa dalam keadaan darurat.
mobil,Periksa bagian belakang sekali lagi saat membuka pintu mobil.
sinyal mobil,"Jika lampu hijau berkedip, tunggu sinyal berikutnya."
Perjalanan dengan mobil,"Saat mobil berhenti, lihat ke kiri dan ke kanan sebelum keluar."
sepeda,Gunakan helm dan bersepedalah di tempat yang aman.
sepeda,Bersepedalah di taman yang aman dan bebas kendaraan bermotor.
sepeda,Anda harus turun dari sepeda dan menuntun sepeda Anda saat menyeberangi penyeberangan.
sepeda,Gunakan helm yang pas dan rapat saat bersepeda.
halaman,Jangan main-main dan dengarkan guru.
mainan,Bermainlah dengan mainan kecil tanpa memasukkannya ke dalam mulut.
mainan,"Setelah bermain, simpan kembali mainan ke dalam kotaknya."
musim hujan,Berjalanlah sambil menghindari genangan air saat hujan deras.
evakuasi bencana,"Saat situasi berbahaya, dengarkan pengumuman dengan saksama dan segera evakuasi."
listrik,"Lihatlah kabel-kabel itu hanya dengan mata Anda, tanpa menyentuhnya."
listrik,Jangan menyentuh peralatan listrik jika tangan Anda basah.
listrik,Sentuh kabel listrik dengan aman menggunakan tangan yang kering.
bantalan pemanas listrik,Biasakan mematikan selimut listrik sebelum keluar rumah.
stopkontak listrik,Sangat berbahaya menyentuh stop kontak listrik dengan tangan basah.
dapur,Jangan mendekat saat memasak karena panas.
tempat parkir,Berjalanlah bergandengan tangan dengan orang tua Anda sambil tetap berhati-hati terhadap mobil-mobil di tempat parkir.
latihan pemanasan,Lakukan satu atau dua gerakan pemanasan sebelum berolahraga.
Kecelakaan keracunan,"Jangan menyentuh deterjen atau bahan kimia, dan hubungi orang dewasa."
gempa bumi,Berlindunglah di bawah meja saat terjadi gempa bumi.
Keselamatan Gempa Bumi,Lindungi diri Anda di bawah meja jika meja tersebut bergoyang.
kereta bawah tanah,"Saat naik kereta bawah tanah, antrelah dan tunggu giliran Anda."
tersedak,Makanlah perlahan dan kunyah dengan saksama.
Jjimjilbang-Cornex,Pejamkan mata Anda dan rilekslah di sauna.
menaiki kendaraan,Anak yang keren yang langsung memasang sabuk pengaman begitu masuk ke dalam mobil.
kelas olahraga,Dengarkan guru dengan saksama dan ikuti instruksi mereka selama pelajaran olahraga.
menabrak,Bermainlah dengan aman tanpa memanjat ke tempat yang tinggi.
perdarahan,"Jika berdarah, tekan dengan kuat menggunakan kain bersih."
kesehatan gigi,Sikat gigi setelah makan.
berkemah,Berhati-hatilah terhadap api dan selalu ditemani orang dewasa di lokasi perkemahan.
berkemah,Berhati-hatilah dan jangan mendekati tempat-tempat yang terdapat api unggun.
papan tendang,Gunakan helm saat mengendarai skuter tendang dan berkendaralah di area yang bebas kendaraan bermotor.
papan tendang,Naiklah skuter tendang di taman yang aman dengan mengenakan perlengkapan pelindung.
topan,"Saat badai mendekat, hindari keluar rumah dan tetaplah aman di rumah."
topan,"Jika anginnya sangat kencang, tutuplah jendela dan tetaplah berada di dalam rumah."
topan,Tetaplah di rumah saat berangin dan hujan.
topan,"Jika ada berita tentang topan, tetaplah di rumah bersama keluarga Anda."
Jendela Kaca Topan,Jauhi jendela saat badai topan bertiup.
gelombang panas,"Pada hari yang sangat panas, minumlah air dingin dan beristirahatlah."
gelombang panas,Menjaga suhu ruangan tetap sejuk dan tetap sehat.
gelombang panas,Beristirahatlah sejenak di tempat teduh pada hari yang terik.
seluncur es,Jatuh dengan aman di atas bokong Anda
Manuver Heimlich,"Jika makanan tersangkut di tenggorokan Anda, segera beri tahu orang dewasa."
Keamanan Sekolah/Publik,"Jangan berlari di lorong, berjalanlah pelan-pelan."
Keamanan Sekolah,Berhati-hatilah agar tidak menabrak teman di dalam kelas.
kekerasan di sekolah,Jalin hubungan baik dengan teman-temanmu dan gunakan kata-kata yang baik.
kekerasan di sekolah,Bersikap perhatian kepada teman dan berbagi kehangatan hati.
kekerasan di sekolah,Bersikap baik kepada teman tanpa menyakiti mereka.
kekerasan di sekolah,Menikmati kehidupan sekolah yang menyenangkan sambil saling menghormati.
kekerasan di sekolah,"Jika Anda memiliki kekhawatiran, bicaralah dengan guru dan orang tua Anda."
kekerasan di sekolah,"Saat melihat temanmu dalam kesulitan, jangan berpaling dan bantulah mereka."
Kekerasan di sekolah (fisik),Berhati-hatilah agar tidak saling melukai saat bermain prank dengan teman-teman.
Laporkan kekerasan di sekolah,"Jika temanmu diintimidasi, beritahu guru secara diam-diam."
Penyakit yang berhubungan dengan flu,"Pada hari-hari dingin, kenakan pakaian berlapis dan jaga agar tetap hangat."
gelombang dingin,Keluarlah dengan mengenakan pakaian hangat seperti sarung tangan dan topi.
periode pencairan,Jangan berjalan di atas es pada musim semi saat es mencair.
gas helium,Jangan menghirup gas helium; cukup isi balonnya saja.
lidah terpotong,Jangan menggigit es yang keras; biarkan mencair dulu sebelum dimakan.
Karyawisata,"Saat mengikuti kegiatan kunjungan lapangan, ikuti petunjuk guru dengan cermat."
hujan deras,Jangan mendekati aliran sungai saat hujan deras.
banjir topan,Bermainlah dengan aman di dalam ruangan saat angin dan hujan kencang.
Letusan gunung berapi,Pakailah masker dan tetaplah di dalam ruangan saat berdebu.
membakar,Mohon minggir agar orang dewasa dapat menggunakan air panas.
api,"Saat terjadi kebakaran, teriakkan ""Api!"""
api,"Jika Anda melihat asap, tutupi hidung dan mulut Anda lalu evakuasi ke luar."
api,"Jika terjadi kebakaran, segeralah menyelamatkan diri dengan posisi merunduk."
api,Selalu cabut steker peralatan listrik setelah digunakan.
api,"Gunakan tangga, bukan lift, saat evakuasi."
perlindungan lingkungan,Mencintai pepohonan dan bunga tanpa memetiknya
pencemaran lingkungan,Pisahkan dan daur ulang sampah untuk membuangnya dengan bersih.
perubahan musiman,Kenakan pakaian yang tepat saat cuaca berubah.
pintu putar,Lewati pintu putar perlahan tanpa berlama-lama.
Penyeberangan pejalan kaki,Angkat tanganmu dan menyeberanglah dengan berani saat lampu hijau menyala.
Penyeberangan pejalan kaki,Periksa apakah mobil sudah berhenti sebelum menyeberang.
Menonton TV,Tonton televisi dari jarak yang aman dengan posisi tubuh yang benar.
Keamanan TV,Jangan bergelantungan atau memanjat televisi.
Pencegahan penculikan,"Teriakkan ""Tidak"" jika orang asing mengajakmu pergi bersama."
tempat bermain,Naiki wahana-wahana tersebut dengan tertib.
Pencegahan penculikan,"Jika Anda tersesat, mintalah bantuan kepada petugas polisi atau toko."
Mencuci tangan,Cucilah tangan Anda dengan sabun setelah menggunakan toilet.
api,"Jika terjadi kebakaran, jangan bersembunyi; segera evakuasi ke luar."
latihan pemanasan,Lakukan peregangan secara menyeluruh sebelum berolahraga.
mainan,Bermainlah dengan baik bersama teman-teman tanpa melempar mainan.
bis,Duduklah dengan tenang di tempat dudukmu di dalam bus.
Internet,Jaga kerahasiaan nama dan nomor telepon saya di internet.
dapur,"Ada banyak barang berbahaya di dapur, jadi berhati-hatilah."
narkoba,Selalu tanyakan kepada orang tua atau dokter Anda tentang pengobatan.
makanan,Pilih dan konsumsilah hanya makanan yang sehat dan segar.
Bermain air,"Permukaan kolam renang licin, jadi berjalanlah dengan hati-hati."
kereta bawah tanah,Tunggu dengan aman di belakang garis kuning di kereta bawah tanah.
kamar mandi,"Berjalanlah perlahan di kamar mandi, jangan berlari."
Hak-hak anak,Perlakukan hati seorang teman sama berharganya dengan hatimu sendiri.
kelas,Berbicara pelan di kelas tanpa meninggikan suara.
tanaman,Cukup kagumi tanaman-tanaman di taman itu dengan mata Anda.
sinyal mobil,"Sekalipun lampu hijau menyala, pastikan untuk memeriksa apakah mobil sudah berhenti."
keracunan makanan,"Di musim panas, simpan makanan di lemari es dan masak hingga matang sebelum dimakan."
mengangkat,Jangan memaksa masuk saat pintu sedang menutup; gunakan pintu berikutnya.
sekitar,"Pil bukanlah permen, jadi jangan dimakan sembarangan."
api,"Korek api berbahaya, jadi jangan pernah menyentuhnya."
gempa bumi,"Jika terjadi gempa bumi, lindungi kepala Anda dan berlindunglah di bawah meja."
membakar,"Jika terkena luka bakar air panas, dinginkan dengan air dingin."
berkemah,Selalu ditemani orang dewasa saat menyalakan api di tempat perkemahan.
