Keyword,Content
maladies ophtalmiques,"Si vos yeux vous démangent, ne les frottez pas et mettez des gouttes pour les yeux."
habitudes de conduite sécuritaires,Respectez la signalisation routière et réduisez votre vitesse à vélo.
Jeux d'eau en plein air,Jouer dans l'eau à une profondeur sécuritaire avec un adulte
plantes d'extérieur,Ne consommez pas de fleurs ou de fruits inconnus.
activités de plein air,Lavez-vous soigneusement les mains et les pieds après avoir joué dehors.
environ,Ne prenez que les médicaments que vos parents vous donnent.
médicaments,Prenez vos médicaments avec la permission d'un adulte.
injures verbales,N'utilise que des mots gentils et agréables avec tes amis.
injures verbales,Faire des compliments pour remonter le moral d'un ami
injures verbales,Utilisez un langage respectueux et attentionné envers vos amis.
injures verbales,Utilisez des mots encourageants plutôt que des mots méchants.
escalator,Tenez fermement la poignée et restez à l'intérieur de la ligne jaune.
escalator,Tenez-vous correctement sur l'escalator sans faire le pitre.
climatisation,Protégez votre santé en réglant le climatiseur à une température modérée.
été,"Par temps chaud, buvez fréquemment de l'eau pour rester hydraté."
la criminalité en ligne,Ne cliquez jamais sur les liens envoyés par des inconnus.
salle de bain,"Le sol de la salle de bain est glissant, alors marchez lentement."
entraînement,Échauffez suffisamment votre corps avant de faire de l'exercice.
aire de jeux,Faites attention à ne pas bousculer vos amis sur la cour de récréation
Parc aquatique,Marchez lentement au fond de la piscine sans courir.
enlèvement,Dire « non » lorsqu’un inconnu vous invite à partir
enlèvement,Refuser poliment les cadeaux d'inconnus
Prévention des enlèvements,Criez : « Vous ne devez pas être emmenés par des étrangers ! »
porte vitrée,Faites attention et ne jouez pas devant les portes vitrées.
nourriture,Adoptez une alimentation équilibrée composée d'aliments sains et devenez fort.
conduite en état d'ivresse,Encourager les parents qui conduisent en toute sécurité
PREMIERS SECOURS,"Si un ami se blesse, prévenez immédiatement un adulte."
vêtements,Changez vos vêtements mouillés pour des vêtements secs.
patins en ligne,Portez toujours un équipement de sécurité et roulez sur une surface plane.
salutation,Saluer les professeurs et les amis avec enthousiasme
salutation,Dites à votre famille que vous les aimez le matin
Internet,Ne publiez pas votre nom ni votre adresse sur Internet.
coup de chaleur,Portez un chapeau et reposez-vous à l'ombre lorsque le soleil est chaud.
Défibrillateur externe automatisé,Apprenez comment sauver des vies en cas d'urgence
automobile,Vérifiez une dernière fois l'arrière en ouvrant la portière de la voiture.
signal de voiture,"Si le feu vert clignote, attendez le prochain signal."
trajet en voiture,"Lorsque la voiture s'arrête, regardez à gauche et à droite avant de sortir."
vélo,Portez un casque et roulez dans un endroit sûr lorsque vous faites du vélo.
vélo,Circulez à vélo dans un parc sécurisé et sans voitures.
vélo,Vous devez descendre de votre vélo et traverser les passages piétons à pied.
vélo,Portez un casque bien ajusté lorsque vous faites du vélo.
page,Ne plaisantez pas et écoutez le professeur.
jouet,Jouez avec des petits jouets sans les mettre dans votre bouche
jouet,Rangez les jouets dans la boîte après avoir joué.
saison des pluies,Marchez en évitant les flaques d'eau lorsqu'il pleut abondamment.
évacuation en cas de catastrophe,"En cas de danger, écoutez attentivement les annonces et évacuez."
électricité,"Regardez les fils uniquement avec vos yeux, sans les toucher."
électricité,Ne touchez pas aux appareils électriques si vos mains sont mouillées.
électricité,"Manipulez les cordons électriques avec précaution, en ayant les mains sèches."
coussin chauffant électrique,Prenez l'habitude d'éteindre la couverture chauffante avant de sortir.
prise électrique,Il est dangereux de toucher les prises électriques avec les mains mouillées.
cuisine,"Ne vous approchez pas pendant la cuisson, c'est chaud."
parking,Marchez main dans la main avec vos parents en faisant attention aux voitures sur le parking.
exercices d'échauffement,Faites un ou deux exercices d'échauffement avant de vous entraîner.
Accident d'empoisonnement,"Ne touchez pas aux détergents ni aux produits chimiques, et appelez un adulte."
tremblement de terre,Mettez-vous sous le bureau en cas de tremblement de terre.
Sécurité en cas de séisme,Protégez-vous sous la table si elle tremble.
métro,"Lorsque vous prenez le métro, faites la queue et attendez votre tour."
étouffer,Mangez lentement et mâchez bien.
Jjimjilbang-Cornex,Fermez les yeux et détendez-vous au sauna
embarquement dans un véhicule,Un enfant cool qui boucle sa ceinture de sécurité dès qu'il monte en voiture
cours d'EPS,Écoutez attentivement le professeur et suivez ses instructions pendant le cours d'EPS.
accident,Jouez en toute sécurité sans grimper aux endroits élevés.
saignement,"En cas de saignement, appuyez fermement avec un chiffon propre."
santé dentaire,Brossez-vous les dents après les repas
camping,Faites attention au feu et restez avec un adulte sur le camping.
camping,Soyez prudent et ne vous approchez pas des endroits où des feux sont allumés.
planche à pédales,Portez un casque lorsque vous utilisez une trottinette et circulez dans une zone sans voitures.
planche à pédales,Faites du scooter dans un parc sécurisé en portant un équipement de protection.
typhon,"À l'approche d'un typhon, abstenez-vous de sortir et restez en sécurité chez vous."
typhon,"S'il y a beaucoup de vent, fermez les fenêtres et restez à l'intérieur."
typhon,Restez chez vous lorsqu'il y a du vent et qu'il pleut.
typhon,"Si des informations font état d'un typhon, restez chez vous avec votre famille."
Fenêtre en verre anti-typhon,Éloignez-vous des fenêtres lorsqu'un typhon souffle.
vague de chaleur,"Par temps très chaud, buvez de l'eau fraîche et faites une pause."
vague de chaleur,Maintenir une température intérieure fraîche et rester en bonne santé
vague de chaleur,Faites une courte pause à l'ombre par une journée de soleil caniculaire.
patinage artistique,Tomber en toute sécurité sur les fesses
manœuvre de Heimlich,"Si des aliments restent coincés dans votre gorge, prévenez immédiatement un adulte."
Sécurité scolaire/publique,"Ne courez pas dans le couloir, marchez doucement."
Sécurité scolaire,Faites attention à ne pas bousculer vos amis en classe.
violence scolaire,Entretenez de bonnes relations avec vos amis et utilisez des mots gentils.
violence scolaire,Être attentionné envers ses amis et partager un cœur chaleureux
violence scolaire,Traiter ses amis avec bienveillance sans leur faire de mal.
violence scolaire,Vivre une vie scolaire agréable tout en se respectant les uns les autres
violence scolaire,"Si vous avez des inquiétudes, parlez-en à votre professeur et à vos parents."
violence scolaire,"Quand tu vois un ami en difficulté, ne détourne pas le regard et aide-le."
Violence scolaire (physique),Faites attention à ne pas vous blesser lorsque vous faites des farces à vos amis.
Signaler la violence scolaire,"Si un ami est victime d'intimidation, parlez-en secrètement à l'enseignant."
Maladies liées au froid,"Par temps froid, portez plusieurs couches de vêtements et restez bien au chaud."
vague de froid,Sortez bien emmitouflés dans des gants et un chapeau.
période de dégel,Ne vous aventurez pas sur la glace au printemps lorsque la glace fond.
gaz hélium,Ne pas inhaler l'hélium ; seulement gonfler le ballon.
langue coupée,Ne croquez pas dans de la glace dure ; laissez-la fondre avant de la manger.
Sortie scolaire,"Lors d'une sortie scolaire, suivez attentivement les instructions de l'enseignant."
averse,N'approchez pas du ruisseau lorsqu'il pleut abondamment.
inondation typhon,Jouez en toute sécurité à l'intérieur lorsque le vent et la pluie sont forts.
Éruption volcanique,Portez un masque et restez à l'intérieur lorsqu'il y a de la poussière.
brûler,Veuillez vous écarter pour qu'un adulte puisse utiliser l'eau chaude.
feu,"En cas d'incendie, criez « Au feu ! »"
feu,"Si vous voyez de la fumée, couvrez-vous le nez et la bouche et évacuez vers l'extérieur."
feu,"En cas d'incendie, évacuez rapidement en position basse."
feu,Débranchez toujours les appareils électriques après utilisation.
feu,Utilisez les escaliers plutôt que l'ascenseur lors de l'évacuation.
protection de l'environnement,Aimer les arbres et les fleurs sans les cueillir
pollution environnementale,Triez et recyclez les déchets pour les éliminer proprement.
changement saisonnier,Habillez-vous en conséquence lorsque le temps change.
porte tournante,Passez lentement les portes tournantes sans faire de bruit.
Passage clouté,Levez la main et traversez courageusement au feu vert.
Passage clouté,Vérifiez que la voiture est bien arrêtée avant de traverser.
visionnage de la télévision,Regardez la télévision à distance en adoptant une posture correcte.
Sécurité TV,Ne vous suspendez pas et ne grimpez pas sur le téléviseur.
Prévention des enlèvements,Criez « Non » si un inconnu vous propose d'y aller ensemble.
aire de jeux,Faites les manèges de manière ordonnée.
Prévention des enlèvements,"Si vous vous perdez, demandez de l'aide à un policier ou à un magasin."
Lavage des mains,Lavez-vous les mains avec du savon après être allé aux toilettes.
feu,"En cas d'incendie, ne vous cachez pas ; évacuez rapidement vers l'extérieur."
exercices d'échauffement,Étirez-vous soigneusement avant de faire de l'exercice.
jouet,Jouez gentiment avec vos amis sans jeter de jouets
bus,Restez tranquillement assis à votre place dans le bus
Internet,Gardez mon nom et mon numéro de téléphone secrets sur Internet
cuisine,"La cuisine contient de nombreux objets dangereux, alors soyez prudent."
médicaments,Demandez toujours conseil à vos parents ou à un médecin avant de prendre un médicament.
nourriture,Choisissez et consommez uniquement des aliments sains et frais.
Jeux d'eau,"Le sol de la piscine est glissant, alors marchez prudemment."
métro,Attendez en toute sécurité derrière la ligne jaune du métro
salle de bain,Marchez lentement dans la salle de bain au lieu de courir.
droits de l'enfant,Traite le cœur d'un ami comme le tien.
classe,Parlez à voix basse en classe sans élever la voix.
usine,Contemplez simplement les plantes du parc du regard.
signal de voiture,"Même si le feu est vert, vérifiez bien que la voiture est arrêtée."
intoxication alimentaire,"En été, conservez les aliments au réfrigérateur et faites-les bien cuire avant de les consommer."
ascenseur,N'essayez pas de forcer le passage quand les portes se ferment ; prenez la suivante.
environ,"Les pilules ne sont pas des bonbons, alors ne les avalez pas sans précaution."
feu,"Les briquets sont dangereux, ne les touchez jamais."
tremblement de terre,"En cas de tremblement de terre, protégez votre tête et abritez-vous sous un bureau."
brûler,"En cas de brûlure par l'eau chaude, refroidir avec de l'eau froide."
camping,Soyez toujours accompagné d'un adulte lorsque vous allumez un feu sur un emplacement de camping.
