Keyword,Content
Regentag,"Halten Sie einen Regenschirm so, dass Sie gut nach vorne sehen können."
Notausgang,Prüfen Sie vorher das grüne Notausgangsschild.
Flugzeugunfall,Hören Sie sich die Durchsagen der Flugbegleiter im Flugzeug genau an.
Flugzeugsicherheit,"Schnallen Sie sich an, sobald Sie Platz genommen haben."
Cybermobbing,Verwenden Sie auch im Internet eine höfliche und freundliche Sprache.
Cybermobbing,Nimm beim Schreiben von Kommentaren Rücksicht auf die Gefühle deines Freundes.
Achtung vor dem Leben,Schätzen Sie auch kleine Tiere und Pflanzen.
Überlebensschwimmen,"Falls Sie ins Wasser fallen, geraten Sie nicht in Panik und entspannen Sie Ihren Körper."
Lebenssicherheit,Spaziergang auf dunklen Straßen mit den Eltern
Versand,"Bevor Sie ein Boot betreten, überprüfen Sie zuerst Ihre Rettungsweste."
sexuelle Gewalt,"Wenn jemand etwas tut, was Ihnen nicht gefällt, sagen Sie deutlich, dass Ihnen das nicht gefällt."
sexuelle Gewalt,"Schreie laut, wenn jemand versucht, meinen Körper zu berühren"
Fingeramputation,"Achten Sie stets darauf, dass Sie sich nicht die Hand in der Tür einklemmen."
Händewaschen,Waschen Sie Ihre Hände gründlich mit Seife.
Baden,"Aufwärmübungen vor dem Betreten des Wassers, eins, zwei, eins."
Smartphone,Schau im Dunkeln nicht auf dein Smartphone.
Smartphone,"Ich habe versprochen, mein Smartphone nur für eine bestimmte Zeit zu benutzen."
Schlittschuhe,Beim Skaten Knieschoner und Handschuhe tragen
Ski,Trage im Skigebiet immer einen Helm und fahre sicher Ski.
Aufzug,Im Aufzug stillstehen
Aufzug,"Benutzen Sie den Aufzug sicher, ohne sich an die Türen zu lehnen."
Lebensmittelvergiftung,"Waschen Sie Ihre Hände gründlich, bevor Sie Snacks essen."
Lebensmittelvergiftung,Garen Sie Ihre Speisen gründlich durch und waschen Sie Ihre Hände.
Essen,"Abgelaufene Lebensmittel sollten weggeworfen werden, anstatt sie zu essen."
körperliche Gewalt,"Sich mit Freunden unterhalten, anstatt mit ihren Körpern zu spielen"
Statue im Innenbereich,"Ziehen Sie sich an kalten Tagen warm an und achten Sie darauf, sich nicht zu erkälten."
Vermisstenprävention,"Falls Sie sich verirren, bleiben Sie sofort stehen und warten Sie."
Herzstillstand,"Wenn Sie eine zusammengebrochene Person sehen, rufen Sie 119 an."
Erdloch,"Wenn Sie ein Erdloch sehen, begeben Sie sich an einen sicheren Ort."
Schlitten,Sicher mit dem Schlitten in einem unbewohnten Gebiet fahren
Kindesmisshandlung,"Wenn ein Freund oder eine Freundin Schwierigkeiten zu haben scheint, sag es dem Lehrer/der Lehrerin."
Kindesmisshandlung,"Wenn ein Freund von dir leidet, sprich mit einem Erwachsenen."
Flur der Wohnung,"Renne nicht im Flur, gehe leise."
Augenkrankheiten,"Wenn Ihre Augen jucken, reiben Sie sie nicht und geben Sie Augentropfen hinein."
Sichere Fahrgewohnheiten,Beachten Sie die Verkehrssignale und reduzieren Sie Ihre Geschwindigkeit beim Fahrradfahren.
Wasserspielplatz im Freien,Spielen im Wasser in sicherer Tiefe mit einem Erwachsenen
Freilandpflanzen,Verzehren Sie keine unbekannten Blumen oder Früchte
Outdoor-Aktivitäten,"Waschen Sie Ihre Hände und Füße gründlich, nachdem Sie draußen gespielt haben."
etwa,"Nimm nur die Medikamente, die dir deine Eltern geben."
Drogen,Nehmen Sie Medikamente nur mit Erlaubnis eines Erwachsenen ein.
verbaler Missbrauch,Verwende gegenüber deinen Freunden nur nette und freundliche Worte.
verbaler Missbrauch,"Lobende Worte, um einem Freund ein gutes Gefühl zu geben"
verbaler Missbrauch,Verwenden Sie gegenüber Freunden eine respektvolle und rücksichtsvolle Sprache.
verbaler Missbrauch,Verwenden Sie ermutigende Worte statt gemeiner.
Rolltreppe,Halten Sie den Griff fest und stellen Sie sich innerhalb der gelben Linie auf.
Rolltreppe,Stehen Sie ordentlich auf der Rolltreppe und spielen Sie nicht herum.
Klimaanlage,"Schützen Sie Ihre Gesundheit, indem Sie die Klimaanlage auf eine moderate Temperatur einstellen."
Sommer,"Trinken Sie an heißen Tagen häufig Wasser, um ausreichend Flüssigkeit zu sich zu nehmen."
Online-Kriminalität,"Klicken Sie niemals auf Links, die Ihnen von Fremden zugesendet werden."
Badezimmer,"Der Badezimmerboden ist rutschig, gehen Sie daher langsam."
trainieren,Wärmen Sie Ihren Körper vor dem Training ausreichend auf.
Spielplatz,"Pass auf, dass du auf dem Spielplatz nicht mit deinen Freunden zusammenstößt."
Wasserpark,"Gehen Sie langsam auf dem Grund des Schwimmbeckens, ohne zu rennen."
Entführung,"Wenn ein Fremder dich bittet, mitzukommen, „Nein“ sagen."
Entführung,Geschenke von Fremden höflich ablehnen
Entführungsprävention,Ruft: „Ihr dürft euch nicht von Fremden verschleppen lassen!“
Glastür,Seid vorsichtig und spielt nicht vor Glastüren.
Essen,Ernähre dich ausgewogen mit gesunden Lebensmitteln und werde stark
Trunkenheit am Steuer,"Ein großes Lob an alle Eltern, die Auto fahren – für sicheres Fahren!"
Erste Hilfe,"Wenn sich ein Freund verletzt, sag sofort einem Erwachsenen Bescheid."
Kleidung,Wechseln Sie nasse Kleidung gegen trockene.
Inlineskates,Tragen Sie stets Schutzausrüstung und fahren Sie auf ebener Fläche.
Gruß,Lehrer und Freunde freundlich grüßen
Gruß,"Sag deiner Familie morgens, dass du sie liebst."
Internet,Veröffentlichen Sie Ihren Namen und Ihre Adresse nicht im Internet.
Hitzschlag,Tragen Sie einen Hut und suchen Sie bei starker Sonneneinstrahlung Schatten.
Automatisierter externer Defibrillator,"Lerne, wie man in Notfällen Leben rettet."
Automobil,"Überprüfen Sie die Rückseite des Fahrzeugs noch einmal, bevor Sie die Autotür öffnen."
Autosignal,"Wenn das grüne Licht blinkt, warten Sie auf das nächste Signal."
Autofahrt,"Wenn das Auto hält, schauen Sie nach links und rechts, bevor Sie aussteigen."
Fahrrad,Trage beim Radfahren einen Helm und fahre an einem sicheren Ort.
Fahrrad,"Fahre mit dem Fahrrad in einem sicheren, autofreien Park."
Fahrrad,Sie müssen absteigen und Ihr Fahrrad über Zebrastreifen schieben.
Fahrrad,Tragen Sie beim Fahrradfahren einen eng anliegenden Helm.
Seite,Spiel nicht herum und hör dem Lehrer zu.
Spielzeug,"Spiele mit kleinen Spielzeugen, ohne sie in den Mund zu nehmen."
Spielzeug,Räumt die Spielsachen nach dem Spielen wieder in die Kiste.
Regenzeit,Bei starkem Regen sollten Sie beim Gehen Pfützen meiden.
Katastrophenevakuierung,Bei Gefahr die Durchsagen aufmerksam beachten und evakuieren.
Strom,"Betrachten Sie die Drähte nur mit den Augen, ohne sie zu berühren."
Strom,"Berühren Sie elektrische Geräte nicht, wenn Ihre Hände nass sind."
Strom,Elektrische Kabel sollten nur mit trockenen Händen berührt werden.
elektrische Heizmatte,"Gewöhnen Sie sich an, die Heizdecke auszuschalten, bevor Sie das Haus verlassen."
Steckdose,"Es ist gefährlich, Steckdosen mit nassen Händen zu berühren."
Küche,"Beim Kochen nicht in die Nähe kommen, da es heiß ist."
Parkplatz,Geht Hand in Hand mit euren Eltern und achtet dabei auf die Autos auf dem Parkplatz.
Aufwärmübungen,Führe vor dem Training ein bis zwei Aufwärmübungen durch.
Vergiftungsunfall,Berühren Sie keine Reinigungsmittel oder Chemikalien und rufen Sie einen Erwachsenen an.
Erdbeben,Geh bei einem Erdbeben unter den Schreibtisch.
Erdbebensicherheit,"Schützen Sie sich unter dem Tisch, falls er wackelt."
U-Bahn,"Wenn Sie mit der U-Bahn fahren, stellen Sie sich an und warten Sie, bis Sie an der Reihe sind."
Drossel,Iss langsam und kaue gründlich.
Jjimjilbang-Cornex,Schließen Sie die Augen und entspannen Sie sich in der Sauna.
Fahrzeugbesteigung,"Ein cooles Kind, das sich als Erstes anschnallt, wenn es ins Auto steigt"
Sportunterricht,Hören Sie im Sportunterricht genau zu und befolgen Sie die Anweisungen des Lehrers.
Absturz,"Spielen Sie sicher, ohne auf hohe Orte zu klettern."
Blutung,"Falls es blutet, mit einem sauberen Tuch fest andrücken."
Zahngesundheit,Putzen Sie Ihre Zähne nach den Mahlzeiten
Camping,Seien Sie vorsichtig mit Feuer und bleiben Sie auf dem Campingplatz in Begleitung eines Erwachsenen.
Camping,"Seien Sie vorsichtig und halten Sie sich von Orten fern, an denen Feuer entzündet sind."
Kickboard,Beim Fahren mit einem Tretroller sollte ein Helm getragen werden und man sollte in einer autofreien Zone fahren.
Kickboard,Fahre mit einem Tretroller in einem sicheren Park und trage dabei Schutzausrüstung.
Taifun,Bei Annäherung eines Taifuns sollten Sie nicht aus dem Haus gehen und sich in Sicherheit bringen.
Taifun,Bei starkem Wind sollten Sie die Fenster schließen und drinnen bleiben.
Taifun,Bleiben Sie bei Wind und Regen zu Hause.
Taifun,Bei Meldungen über einen Taifun bleiben Sie mit Ihrer Familie zu Hause.
Taifun-Glasfenster,Halten Sie sich bei einem Taifun vom Fenster fern.
Hitzewelle,An sehr heißen Tagen sollten Sie etwas kaltes Wasser trinken und eine Pause einlegen.
Hitzewelle,Die Raumtemperatur kühl halten und gesund bleiben
Hitzewelle,Gönnen Sie sich an einem brütend heißen Sonnentag eine kurze Pause im Schatten.
Eiskunstlauf,Sicher auf dem Gesäß landen
Heimlich-Manöver,"Wenn Ihnen Essen im Hals stecken bleibt, sagen Sie sofort einem Erwachsenen Bescheid."
Schul-/Öffentliche Sicherheit,"Renne nicht im Flur, gehe leise."
Schulsicherheit,"Achte darauf, im Klassenzimmer nicht mit Freunden zusammenzustoßen."
Schulgewalt,Verstehe dich gut mit deinen Freunden und verwende freundliche Worte.
Schulgewalt,Rücksicht auf Freunde nehmen und ein warmes Herz teilen
Schulgewalt,"Freunde freundlich behandeln, ohne sie zu verletzen"
Schulgewalt,Ein schönes Schulleben haben und dabei einander respektieren
Schulgewalt,"Wenn du Bedenken hast, sprich mit deinem Lehrer oder deinen Eltern."
Schulgewalt,"Wenn du siehst, dass ein Freund in Schwierigkeiten ist, schau nicht weg und hilf ihm."
Schulgewalt (physisch),"Achtet darauf, euch beim Spielen von Streichen mit Freunden nicht gegenseitig zu verletzen."
Schulgewalt melden,"Wenn ein Freund gemobbt wird, sag es heimlich dem Lehrer."
Erkältungsbedingte Erkrankungen,An kalten Tagen sollten Sie sich in mehreren Schichten kleiden und sich warm halten.
Kältewelle,Gehen Sie warm eingepackt mit Handschuhen und Mütze nach draußen.
Auftauzeit,"Gehen Sie im Frühling nicht auf das Eis, wenn es schmilzt."
Heliumgas,Das Heliumgas darf nicht eingeatmet werden; der Ballon darf nur befüllt werden.
Zungenschnitt,"Hartes Eis sollte man nicht abbeißen; man sollte es erst schmelzen lassen, bevor man es isst."
Schulausflug,Bei Schulausflügen befolgen Sie bitte genau die Anweisungen des Lehrers.
Platzregen,Bei starkem Regen sollte man sich dem Bach nicht nähern.
Überschwemmung Taifun,Bei starkem Wind und Regen sollte man sicher drinnen spielen.
Vulkanausbruch,"Tragen Sie eine Maske und bleiben Sie drinnen, wenn es staubig ist."
brennen,"Bitte treten Sie zur Seite, damit ein Erwachsener das heiße Wasser benutzen kann."
Feuer,"Wenn ein Feuer ausbricht, ruft „Feuer!“"
Feuer,"Wenn Sie Rauch sehen, bedecken Sie Nase und Mund und begeben Sie sich ins Freie."
Feuer,Bei einem Brand schnellstmöglich in eine niedrige Position flüchten.
Feuer,Elektrische Geräte sollten nach Gebrauch immer vom Stromnetz getrennt werden.
Feuer,Benutzen Sie bei einer Evakuierung die Treppe anstelle des Aufzugs.
Umweltschutz,"Bäume und Blumen lieben, ohne sie zu pflücken"
Umweltverschmutzung,"Müll trennen und recyceln, um ihn sauber zu entsorgen."
saisonaler Wandel,Kleiden Sie sich angemessen bei Wetterumschwüngen
Drehtür,Durch die Drehtüren langsam und ohne herumzutrödeln gehen.
Fußgängerüberweg,Heben Sie die Hand und überqueren Sie die Straße mutig bei Grün.
Fußgängerüberweg,"Prüfen Sie, ob das Auto angehalten hat, bevor Sie die Straße überqueren."
Fernsehkonsum,Fernsehen Sie aus der Ferne in korrekter Haltung.
TV-Sicherheit,Nicht am Fernseher hängen oder darauf klettern
Entführungsprävention,"Rufe „Nein!“, wenn dich ein Fremder fragt, ob du mitkommen willst."
Spielplatz,Bitte nutzen Sie die Fahrgeschäfte in geordneter Weise.
Entführungsprävention,"Falls Sie sich verirren, fragen Sie einen Polizisten oder ein Geschäft um Hilfe."
Händewaschen,Waschen Sie sich nach dem Toilettengang die Hände mit Seife.
Feuer,"Bei einem Brand nicht verstecken, sondern schnellstmöglich ins Freie evakuieren."
Aufwärmübungen,Vor dem Training gründlich dehnen.
Spielzeug,"Spielt friedlich mit euren Freunden, ohne mit Spielzeug zu werfen."
Bus,Setz dich ruhig auf deinen Platz im Bus.
Internet,Bitte halten Sie meinen Namen und meine Telefonnummer im Internet geheim.
Küche,"In der Küche gibt es viele gefährliche Gegenstände, also seien Sie vorsichtig."
Drogen,Fragen Sie vor der Einnahme von Medikamenten immer Ihre Eltern oder einen Arzt.
Essen,Wählen und essen Sie nur gesunde und frische Lebensmittel.
Wasserspiele,"Im Schwimmbecken ist es rutschig, also gehen Sie vorsichtig."
U-Bahn,Warten Sie sicher hinter der gelben Linie in der U-Bahn.
Badezimmer,"Gehen Sie im Badezimmer langsam, anstatt zu rennen."
Kinderrechte,Behandle das Herz eines Freundes so kostbar wie dein eigenes.
Klassenzimmer,"Leise im Klassenzimmer sprechen, ohne die Stimme zu erheben"
Anlage,Bewundern Sie einfach die Pflanzen im Park mit Ihren Augen.
Autosignal,"Auch wenn die Ampel grün ist, sollten Sie unbedingt prüfen, ob das Auto angehalten hat."
Lebensmittelvergiftung,Im Sommer sollten Lebensmittel im Kühlschrank aufbewahrt und vor dem Verzehr gründlich durchgegart werden.
Aufzug,"Drängeln Sie sich nicht vor, wenn sich die Türen schließen; nehmen Sie die nächste."
etwa,"Tabletten sind keine Süßigkeiten, also sollte man sie nicht achtlos einnehmen."
Feuer,"Feuerzeuge sind gefährlich, fassen Sie sie daher niemals an."
Erdbeben,Bei einem Erdbeben schützen Sie Ihren Kopf und suchen Sie unter einem Schreibtisch Schutz.
brennen,Bei Verbrennungen durch heißes Wasser mit kaltem Wasser abkühlen.
Camping,Beim Entzünden eines Feuers auf einem Campingplatz sollte man immer in Begleitung eines Erwachsenen sein.
