Keyword,Content
Trafik güvenliği,"Aracın durduğundan emin olun, elinizi kaldırın ve karşıya geçin."
Trafik güvenliği,Yaya geçidinde sola ve sağa bakın ve güvenli bir şekilde karşıya geçin.
Sigara İçmek Yasaktır,Sigara dumanı görürseniz burnunuzu kapatın ve uzak durun.
Sigara İçmek Yasaktır,Sigaradan hoşlanmadığınızı ve sigaranın vücudunuza zararlı olduğunu açıkça belirtin.
Para ve değerli eşya gaspı,Yardıma ihtiyacınız olursa hemen öğretmeninize bildirin.
öksürük,Öksürürken ağzınızı kolunuzla kapatmak düşünceli bir davranıştır.
iklim krizi,İsrafı azaltın ve gezegenimiz için elektrik tasarrufu yapın.
Sıkışma kazası,Ellerinizi kapı veya merdiven boşluklarına sıkıştırmamaya dikkat edin.
oynamak,Arkadaşlarla sırayla oynayarak güzelce vakit geçirmek.
eğlence parkı,Yolculuk sırasında emniyet kemerinizi bir tık sesiyle bağlayın.
eğlence parkı oyuncakları,Yola çıkmadan önce güvenlik cihazlarını iyice kontrol edin.
oyun alanı,Oturarak kaydıraktan kayın.
karlı bir gün,Ellerinizi ceplerinizden çıkarın ve karlı yollarda dikkatlice yürüyün.
Şeker tüketimini azaltın,Şekerli içecekler yerine soğuk su için.
tahliye güzergahı,Acil çıkış işaretlerini önceden kontrol edin.
kumar,"Para içeren oyunlar tehlikelidir, bu yüzden oynamayın."
kumar,Para bahse girmek yerine arkadaşlarla keyifli oyunlar oynamak.
nezle,Sağlığınız için ellerinizi sık sık yıkayın ve maske takın.
zehirli yılan,"Dağlarda bir yılan görürseniz, ondan uzak durmak için sessizce geriye doğru çekilin."
hayvan,Sevimli hayvanlara bile dikkatsizce dokunulmamalı; onlara sadece gözlerinizle bakın.
Hayvan güvenliği,Tanımadığınız hayvanlara yaklaşmayın.
Okula gidiş ve dönüş yolu,Okula giderken güvenli kaldırımda yürüyün.
Okula gidiş ve dönüş yolu,Yürürken akıllı telefonunuzu bir süreliğine bir kenara bırakın.
Okula gidiş ve dönüş yolunda,"Yollardan uzakta, güvenli patikalarda yürüyün."
zorbalık,Tüm arkadaşlarıyla iyi geçinmek
Akran zorbalığı,Arkadaşlara saygılı davranın ve iyi geçinin.
sıcak şeyler,Sıcak yiyecekleri yemeden önce dikkatlice üfleyerek soğutun.
Malbeom,Hayvanlara dokunduktan sonra ellerinizi iyice yıkayın.
çoklu priz,Elektrik prizlerini yalnızca gerektiği kadar kullanın.
Kapı sıkışması,Kapıyı kapatırken parmaklarınızın sıkışmamasına dikkat edin.
Düşen nesneler,Bir yetişkinden yüksek yerlerden eşyaları indirmesini isteyin.
Su oyunları,Suda oynarken sağlam bir can yeleği giyin.
Su oyunları,Suya yalnızca güvenli alanlarda girin ve derin sulardan uzak durun.
Su oyunları,Akıntıların güçlü olduğu bölgelerde yüzmeyin.
ince toz,Hava kalitesinin kötü olduğu günlerde maske takın ve sağlığınızı koruyun.
sanat malzemeleri,Kullandıktan sonra makas ve bıçakları yerlerine geri koyun.
sanat odası,Deney yaparken koruyucu gözlük takın ve gözlerinizi koruyun.
kayıp çocuk kazası,"Eğer anne babanızı kaybederseniz, o noktada bekleyin."
Deniz suyu oyunları,Sadece dalgaların güçlü olduğu bölgelere bakın ve girmeyin.
Açık su yüzme,Denizde oynarken mutlaka can yeleği giyin.
evcil hayvanlar,Hayvana dokunmadan önce sahibinden izin isteyin.
tatil,Tatilde bile erken yatın ve erken kalkın.
yangın panjuru,İnen panjurun altından geçmeyin.
otobüs,Otobüse binerken tek sıra halinde durun ve sıranızı bekleyin.
Otobüse binmek,"Otobüs tamamen durduğunda, yavaşça binin ve inin."
Arı sokması,"Bir arı görürseniz, onu rahatsız etmeyin ve sessizce uzaklaşın."
yürüme,Yol yerine güvenli kaldırımda güvenle yürüyün.
yaya güvenliği,Yürürken telefonunuza bakmayın.
İlkbahar yürüyüşü,Dağlara giderken uzun kollu kıyafetler giyin ve böceklere dikkat edin.
Ateşle oynamak,Çakmak ve kibritleri yetişkinlere bırakın.
yağmurlu bir gün,"Şemsiye kullanırken, önünüzü net bir şekilde görebileceğiniz şekilde tutun."
acil çıkış,Lütfen önceden yeşil acil çıkış işaretini kontrol edin.
uçak kazası,Uçakta hosteslerin anonslarını dikkatlice dinleyin.
Uçak güvenliği,Oturur oturmaz emniyet kemerinizi bağlayın.
siber zorbalık,İnternette bile kibar ve nazik bir dil kullanın.
siber zorbalık,Yorum yazarken arkadaşınızın duygularını göz önünde bulundurun.
Yaşama saygı,Küçük hayvanlara ve bitkilere de değer verin.
Hayatta kalma yüzmesi,Suya düşerseniz paniklemeyin ve vücudunuzu gevşetin.
Can Güvenliği,Ebeveynlerle karanlık yollarda yürümek
Nakliye,"Tekneye bindiğinizde, öncelikle can yeleğinizi kontrol edin."
cinsel şiddet,"Eğer birisi hoşunuza gitmeyen bir şey yaparsa, bunu açıkça ve hoşunuza gitmediğini söyleyin."
cinsel şiddet,Eğer biri vücuduma dokunmaya kalkarsa yüksek sesle bağırırım.
parmak amputasyonu,Elinizi kapıya sıkıştırmamaya daima dikkat edin.
Elleri yıkamak,Ellerinizi bol sabun köpüğüyle iyice yıkayın.
yüzme,"Suya girmeden önce ısınma egzersizleri, bir, iki, bir."
akıllı telefon,Karanlıkta akıllı telefonunuza bakmayın.
akıllı telefon,Akıllı telefonumu yalnızca belirli bir süreyle kullanacağıma söz verdim.
Patenler,Paten kayarken dizlik ve eldiven giyin.
kayak,Kayak merkezinde her zaman kask takın ve güvenli bir şekilde kayak yapın.
kaldırmak,Asansörde hareketsiz durun.
kaldırmak,Asansörü kapılara yaslanmadan güvenli bir şekilde kullanın.
gıda zehirlenmesi,Atıştırmalık yemeden önce ellerinizi iyice yıkayın.
gıda zehirlenmesi,Yemeğinizi iyice pişirin ve ellerinizi yıkayın.
yiyecek,Son kullanma tarihi geçmiş yiyecekleri yemek yerine atın.
fiziksel şiddet,Vücutlarıyla oynamak yerine arkadaşlarıyla konuşmak.
İç mekan heykeli,Soğuk günlerde kalın giyinin ve üşütmemeye dikkat edin.
Kayıp Kişi Önleme,"Yolunuzu kaybederseniz, hemen orada durun ve bekleyin."
kalp durması,Bayılmış birini görürseniz 119'u arayın.
çukur,"Çukur görürseniz, güvenli bir yere gidin."
kızak,Issız bir bölgede güvenli bir şekilde kızakla kayın.
çocuk istismarı,"Eğer bir arkadaşınızın zor zamanlar geçirdiğini düşünüyorsanız, öğretmene söyleyin."
çocuk istismarı,"Eğer acı çeken bir arkadaşınız varsa, bir yetişkine söyleyin."
apartman koridoru,"Koridorda koşmayın, sessizce yürüyün."
oftalmik hastalıklar,"Gözleriniz kaşınıyorsa, ovmayın ve göz damlası kullanın."
Güvenli sürüş alışkanlıkları,Bisiklet sürerken trafik işaretlerine uyun ve hızınızı azaltın.
Açık havada su oyunları,"Yetişkin eşliğinde, güvenli derinlikteki suda oynamak."
Dış mekan bitkileri,Tanımadığınız çiçekleri veya meyveleri yemeyin.
açık hava etkinlikleri,Dışarıda oynadıktan sonra ellerinizi ve ayaklarınızı iyice yıkayın.
yaklaşık olarak,Sadece anne babanızın size verdiği ilaçları kullanın.
ilaçlar,İlacı bir yetişkinin izniyle alın.
sözlü taciz,Arkadaşlarınızla konuşurken yalnızca güzel ve nazik kelimeler kullanın.
sözlü taciz,Bir arkadaşın kendini iyi hissetmesini sağlamak için övgü dolu sözler söylemek.
sözlü taciz,Arkadaşlarınıza karşı saygılı ve düşünceli bir dil kullanın.
sözlü taciz,Acı verici sözler yerine cesaretlendirici sözler kullanın.
yürüyen merdiven,Sapı sıkıca tutun ve sarı çizginin içinde durun.
yürüyen merdiven,"Yürüyen merdivende doğru şekilde durun, sağa sola sallanmayın."
klima,Sağlığınızı korumak için klimayı orta sıcaklığa ayarlayın.
yaz,Sıcak günlerde susuz kalmamak için sık sık su için.
çevrimiçi suç,Tanımadığınız kişiler tarafından gönderilen bağlantılara asla tıklamayın.
banyo,"Banyo zemini kaygan, bu yüzden yavaş yürüyün."
antrenman yapmak,Egzersize başlamadan önce vücudunuzu yeterince ısıtın.
oyun alanı,Oyun alanında arkadaşlarınızla çarpışmamaya dikkat edin.
Su parkı,Havuzun dibinde koşmadan yavaşça yürüyün.
kaçırma,"Bir yabancı size bir yere gitmenizi teklif ettiğinde ""Hayır"" demek."
kaçırma,Tanımadığınız kişilerden gelen hediyeleri kibarca reddetmek
Adam kaçırmayı önleme,Yabancılar tarafından kaçırılmamalısınız! diye bağırın.
cam kapı,Dikkatli olun ve cam kapıların önünde şakalaşmayın.
yiyecek,Dengeli ve sağlıklı besinler tüketerek güçlenin.
alkollü araç kullanma,Araç kullanan ebeveynler için güvenli sürüşü teşvik etmek.
İlk yardım,"Eğer bir arkadaşınız yaralanırsa, hemen bir yetişkine haber verin."
kıyafetler,Islak kıyafetlerinizi kuru kıyafetlerle değiştirin.
patenler,Daima güvenlik ekipmanınızı giyin ve düz bir zeminde sürün.
selamlama,Öğretmenleri ve arkadaşları neşeli bir şekilde selamlamak
selamlama,Sabahları ailenize onları sevdiğinizi söyleyin.
İnternet,Adınızı veya adresinizi internette paylaşmayın.
sıcak çarpması,Güneş çok sıcak olduğunda şapka takın ve gölgede dinlenin.
Otomatik Harici Defibrilatör,Acil durumlarda hayat kurtarmayı öğrenin.
otomobil,Araç kapısını açarken arka tarafı bir kez daha kontrol edin.
araba sinyali,"Yeşil ışık yanıp sönüyorsa, bir sonraki sinyali bekleyin."
Araba yolculuğu,"Araç durduğunda, inmeden önce sola ve sağa bakın."
bisiklet,Bisiklet sürerken kask takın ve güvenli bir yerde sürün.
bisiklet,"Bisikletinizi güvenli, araç trafiğine kapalı bir parkta sürün."
bisiklet,Yaya geçitlerinden geçerken bisikletinizden inip yürüyerek geçmeniz gerekmektedir.
bisiklet,Bisiklete binerken başınıza tam oturan bir kask takın.
sayfa,Şaka yapmayın ve öğretmeni dinleyin.
oyuncak,Küçük oyuncaklarla ağzınıza sokmadan oynayın.
oyuncak,Oyun bittikten sonra oyuncakları kutusuna koyun.
yağmurlu mevsim,Şiddetli yağmur yağdığında su birikintilerinden kaçınarak yürüyün.
afet tahliyesi,Tehlikeli durumlarda anonsları dikkatlice dinleyin ve tahliye edin.
elektrik,"Telleri yalnızca gözlerinizle inceleyin, onlara dokunmayın."
elektrik,Elleriniz ıslakken elektrikli aletlere dokunmayın.
elektrik,Elektrik kablolarına kuru ellerle güvenle dokunun.
elektrikli ısıtma pedi,Dışarı çıkmadan önce elektrikli battaniyeyi kapatma alışkanlığı edinin.
elektrik prizi,Islak ellerle elektrik prizlerine dokunmak tehlikelidir.
mutfak,Pişirme sırasında çok sıcak olduğu için yaklaşmayın.
otopark,"Otoparktaki araçlara dikkat ederek, ebeveynlerinizle el ele yürüyün."
ısınma egzersizleri,Egzersize başlamadan önce bir veya iki ısınma egzersizi yapın.
Zehirlenme kazası,Deterjanlara veya kimyasallara dokunmayın ve bir yetişkini arayın.
deprem,Deprem olduğunda masanın altına saklanın.
Deprem Güvenliği,Masa sallanırsa kendinizi masanın altına saklayarak koruyun.
metro,"Metroya bindiğinizde, sıraya girin ve sıranızı bekleyin."
boğulma,Yavaşça yiyin ve iyice çiğneyin.
Jjimjilbang-Cornex,Gözlerinizi kapatın ve saunada rahatlayın.
Araç binişi,Arabaya biner binmez ilk iş olarak emniyet kemerini takan havalı bir çocuk.
Beden eğitimi dersi,Beden eğitimi dersinde öğretmeni dikkatlice dinleyin ve talimatlarını uygulayın.
kaza,Yüksek yerlere tırmanmadan güvenli bir şekilde oynayın.
kanama,"Eğer renk akması olursa, temiz bir bezle iyice bastırın."
diş sağlığı,Yemeklerden sonra dişlerinizi fırçalayın.
kamp,Ateşe dikkat edin ve kamp alanında bir yetişkinle birlikte kalın.
kamp,Dikkatli olun ve ateş yakılan yerlere yaklaşmayın.
ayak tahtası,Elektrikli scooter kullanırken kask takın ve araç trafiğine kapalı alanlarda sürün.
ayak tahtası,Koruyucu ekipman giyerek güvenli bir parkta elektrikli scooter kullanın.
tayfun,Tayfun yaklaşırken dışarı çıkmaktan kaçının ve evde güvende kalın.
tayfun,Çok rüzgarlıysa pencereleri kapatın ve içeride kalın.
tayfun,Rüzgarlı ve yağmurlu havalarda evde kalın.
tayfun,"Tayfun haberi varsa, ailenizle birlikte evde kalın."
Tayfun Cam Penceresi,Tayfun estiğinde pencereden uzak durun.
sıcak hava dalgası,Çok sıcak günlerde biraz soğuk su içip mola verin.
sıcak hava dalgası,İç mekan sıcaklığını serin tutmak ve sağlıklı kalmak
sıcak hava dalgası,Güneşli ve yakıcı bir günde gölgede kısa bir mola verin.
artistik patinaj,Kalçalarınızın üzerine güvenle düşmek
Heimlich manevrası,"Eğer yiyecek boğazınıza takılırsa, hemen bir yetişkine söyleyin."
Okul/Kamu Güvenliği,"Koridorda koşmayın, sessizce yürüyün."
Okul Güvenliği,Sınıfta arkadaşlarınızla çarpışmamaya dikkat edin.
okul şiddeti,Arkadaşlarınızla iyi geçinin ve nazik sözler kullanın.
okul şiddeti,Arkadaşlara karşı düşünceli olmak ve sıcak bir kalbe sahip olmak.
okul şiddeti,Arkadaşlara onları incitmeden nazik davranmak.
okul şiddeti,Birbirimize saygı duyarken eğlenceli bir okul hayatı yaşamak.
okul şiddeti,"Eğer endişeleriniz varsa, öğretmeninizle ve velilerinizle konuşun."
okul şiddeti,"Bir arkadaşınızın zor durumda olduğunu gördüğünüzde, gözlerinizi kapatmayın ve ona yardım edin."
Okul şiddeti (fiziksel),Arkadaşlarınızla şaka yaparken birbirinize zarar vermemeye dikkat edin.
Okulda yaşanan şiddeti bildirin,"Eğer bir arkadaşınız zorbalığa maruz kalıyorsa, gizlice öğretmene söyleyin."
Soğuk algınlığına bağlı hastalıklar,Soğuk günlerde kat kat giyinin ve sıcak kalın.
soğuk dalga,Dışarı çıkarken eldiven ve şapka giyerek iyice sarının-soğutun.
çözülme dönemi,İlkbaharda buz eridiğinde buzun üzerine çıkmayın.
helyum gazı,Helyum gazını solumayın; sadece balonu şişirin.
dil kesimi,Sert buzu ısırmayın; yemeden önce erimesini bekleyin.
Okul gezisi,Geziye çıkarken öğretmenin talimatlarını dikkatlice izleyin.
sağanak,Şiddetli yağmur yağdığında dereye yaklaşmayın.
sel tayfunu,Rüzgar ve yağmur şiddetli olduğunda güvenli bir şekilde kapalı alanda oynayın.
Volkanik patlama,Tozlu havalarda maske takın ve evde kalın.
yakmak,"Lütfen kenara çekilin, böylece bir yetişkin sıcak suyu kullanabilsin."
ateş,"Yangın çıktığında ""Yangın!"" diye bağırın."
ateş,"Duman görürseniz, burnunuzu ve ağzınızı kapatın ve dışarı çıkın."
ateş,"Yangın çıkarsa, hızla alçak bir pozisyona geçerek kaçın."
ateş,Elektrikli cihazları kullandıktan sonra daima fişten çekin.
ateş,Tahliye sırasında asansör yerine merdivenleri kullanın.
çevre koruma,Ağaçları ve çiçekleri koparmadan sevmek.
çevre kirliliği,Çöpü ayrı bir kaba koyarak ve geri dönüştürerek temiz bir şekilde imha edin.
mevsimsel değişim,Hava değiştiğinde uygun şekilde giyinin.
döner kapı,Döner kapılardan yavaşça ve oyalanmadan geçin.
Yaya geçidi,Yeşil ışıkta elinizi kaldırın ve cesurca karşıya geçin.
Yaya geçidi,Karşıya geçmeden önce aracın durup durmadığını kontrol edin.
TV izleme,Televizyonu uzaktan ve doğru duruşta izleyin.
TV Güvenliği,Televizyonun üzerine asılmayın veya tırmanmayın.
Adam kaçırmayı önleme,"Eğer bir yabancı size birlikte gitmeyi teklif ederse ""Hayır"" diye bağırın."
oyun alanı,Lütfen oyuncaklara düzenli bir şekilde binin.
Adam kaçırmayı önleme,"Yolunuzu kaybederseniz, bir polis memurundan veya bir dükkandan yardım isteyin."
Elleri yıkamak,Tuvaleti kullandıktan sonra ellerinizi sabunla yıkayın.
ateş,Yangın çıkarsa saklanmayın; hızla dışarı çıkın.
ısınma egzersizleri,Egzersize başlamadan önce iyice esneme hareketleri yapın.
oyuncak,Oyuncakları fırlatmadan arkadaşlarınızla güzelce oynayın.
otobüs,Otobüste yerinizde sessizce oturun.
İnternet,İnternette ismimi ve telefon numaramı gizli tutun.
mutfak,"Mutfakta birçok tehlikeli madde var, bu yüzden dikkatli olun."
ilaçlar,İlaçlar hakkında her zaman ebeveynlerinize veya bir doktora danışın.
yiyecek,Sadece sağlıklı ve taze yiyecekler seçin ve tüketin.
Su oyunları,"Havuzun zemini kaygan, bu yüzden dikkatli yürüyün."
metro,Metroda sarı çizginin arkasında güvenli bir şekilde bekleyin.
banyo,Banyoda koşmak yerine yavaşça yürüyün.
Çocuk hakları,Arkadaşınızın kalbine kendi kalbiniz kadar değer verin.
sınıf,"Sınıfta sesinizi yükseltmeden, sessizce konuşmak."
bitki,Parktaki bitkileri sadece gözlerinizle seyredin.
araba sinyali,"Işık yeşil olsa bile, aracın durup durmadığını mutlaka kontrol edin."
gıda zehirlenmesi,Yaz aylarında yiyecekleri buzdolabında saklayın ve yemeden önce iyice pişirin.
kaldırmak,Kapılar kapanırken zorla içeri girmeye çalışmayın; bir sonraki kapıdan geçin.
yaklaşık olarak,"Haplar şekerleme değildir, bu yüzden onları dikkatsizce yemeyin."
ateş,"Çakmaklar tehlikelidir, bu yüzden asla onlara dokunmayın."
deprem,"Deprem olursa, başınızı koruyun ve bir masanın altına saklanın."
yakmak,"Sıcak suyla yakıldığında, soğuk suyla soğutun."
kamp,Kamp alanında ateş yakarken mutlaka bir yetişkinin yanında bulunun.
