Keyword,Content
Trò chơi nước,Chỉ nên chơi đùa dưới nước ở những khu vực an toàn và tránh vùng nước sâu.
Trò chơi nước,Không nên bơi ở những khu vực có dòng chảy mạnh.
bụi mịn,Hãy đeo khẩu trang và giữ gìn sức khỏe vào những ngày chất lượng không khí kém.
đồ dùng nghệ thuật,Hãy cất kéo và dao về đúng vị trí sau khi sử dụng.
phòng nghệ thuật,Hãy đeo kính bảo hộ và bảo vệ mắt khi tiến hành thí nghiệm.
tai nạn mất tích trẻ em,"Nếu bạn lạc mất cha mẹ, hãy đợi ở chỗ đó."
Trò chơi nước biển,Chỉ quan sát những khu vực có sóng mạnh và tuyệt đối không được vào bên trong.
bơi lội ngoài trời,Luôn mặc áo phao khi chơi đùa ở biển.
thú cưng,Hãy hỏi ý kiến ​​chủ sở hữu trước khi chạm vào con vật.
kì nghỉ,Hãy đi ngủ sớm và dậy sớm ngay cả trong kỳ nghỉ.
cửa chớp chống cháy,Không được đi qua phía dưới cửa chớp đang hạ xuống.
xe buýt,"Khi đi xe buýt, hãy xếp thành một hàng và chờ đến lượt mình."
Lên xe buýt,"Khi xe buýt dừng hẳn, hãy lên và xuống xe từ từ."
Vết ong đốt,"Nếu bạn nhìn thấy một con ong, đừng làm phiền nó và hãy lặng lẽ tránh xa."
đi bộ,Hãy tự tin bước đi trên vỉa hè an toàn thay vì trên lòng đường.
an toàn cho người đi bộ,Đừng nhìn vào điện thoại khi đang đi bộ.
Đi bộ đường dài mùa xuân,"Khi đi lên núi, hãy mặc quần áo dài và cẩn thận với côn trùng."
Đùa với lửa,Hãy để bật lửa và diêm cho người lớn sử dụng.
ngày mưa,"Khi sử dụng ô, hãy cầm sao cho bạn có thể nhìn rõ phía trước."
lối thoát hiểm,Hãy kiểm tra biển báo lối thoát hiểm màu xanh lá cây trước khi vào.
tai nạn máy bay,Hãy lắng nghe kỹ các thông báo của tiếp viên hàng không trên máy bay.
An toàn hàng không,Hãy thắt dây an toàn ngay khi bạn ngồi xuống.
bắt nạt trên mạng,Hãy sử dụng ngôn ngữ lịch sự và tử tế ngay cả trên mạng internet.
bắt nạt trên mạng,"Khi viết bình luận, hãy lưu tâm đến cảm xúc của bạn mình."
Tôn trọng sự sống,Hãy trân trọng cả những động vật và thực vật nhỏ bé nữa.
Bơi sinh tồn,"Nếu chẳng may rơi xuống nước, đừng hoảng sợ và hãy thả lỏng cơ thể."
An toàn sinh mạng,Đi bộ trên những con đường tối với bố mẹ
vận chuyển,"Khi lên thuyền, hãy kiểm tra áo phao của bạn trước tiên."
bạo lực tình dục,"Nếu ai đó làm điều gì khiến bạn không hài lòng, hãy nói rõ ràng rằng bạn không thích điều đó."
bạo lực tình dục,Hãy hét thật to nếu ai đó cố gắng chạm vào người tôi.
cắt cụt ngón tay,Luôn cẩn thận đừng để tay bị kẹt vào cửa.
Rửa tay,Rửa tay thật kỹ với xà phòng và bọt.
bơi,"Khởi động trước khi xuống nước, một, hai, một."
điện thoại thông minh,Đừng nhìn vào điện thoại thông minh của bạn trong bóng tối.
điện thoại thông minh,Tôi đã hứa chỉ sử dụng điện thoại thông minh của mình trong một khoảng thời gian nhất định.
Giày trượt,"Khi trượt băng, hãy đeo miếng bảo vệ đầu gối và găng tay."
trượt tuyết,Luôn đội mũ bảo hiểm và trượt tuyết an toàn tại khu nghỉ dưỡng trượt tuyết.
thang máy,Đứng yên trong thang máy
thang máy,"Sử dụng thang máy an toàn, không tựa vào cửa."
ngộ độc thực phẩm,Hãy rửa tay thật kỹ trước khi ăn vặt.
ngộ độc thực phẩm,Nấu chín kỹ thức ăn và rửa tay.
đồ ăn,Hãy vứt bỏ thực phẩm hết hạn thay vì ăn chúng.
bạo lực thể xác,Trò chuyện với bạn bè thay vì chơi đùa với cơ thể của họ.
Tượng trong nhà,Hãy mặc ấm vào những ngày trời lạnh và cẩn thận để không bị cảm lạnh.
Phòng ngừa người mất tích,"Nếu bị lạc đường, hãy dừng lại ngay tại đó và chờ."
tim ngừng đập,"Nếu bạn thấy người nào đó bị ngã quỵ, hãy gọi số 119."
hố sụt,"Nếu bạn nhìn thấy hố sụt, hãy di chuyển đến nơi an toàn."
xe trượt tuyết,Trượt tuyết an toàn ở khu vực không có người ở
lạm dụng trẻ em,"Nếu thấy bạn mình có vẻ đang gặp khó khăn, hãy báo cho giáo viên."
lạm dụng trẻ em,"Nếu bạn có người bạn nào đang gặp khó khăn, hãy nói với người lớn."
hành lang căn hộ,"Đừng chạy trong hành lang, hãy đi nhẹ nhàng."
bệnh lý nhãn khoa,"Nếu mắt bạn bị ngứa, đừng dụi mắt mà hãy nhỏ thuốc nhỏ mắt."
Thói quen lái xe an toàn,Tuân thủ tín hiệu giao thông và giảm tốc độ khi đi xe đạp.
Trò chơi nước ngoài trời,Chơi đùa trong nước ở độ sâu an toàn cùng với người lớn.
Cây trồng ngoài trời,Không nên ăn các loại hoa hoặc quả không rõ nguồn gốc.
các hoạt động ngoài trời,Hãy rửa tay và chân thật kỹ sau khi chơi ngoài trời.
khoảng,Chỉ uống thuốc do bố mẹ cho.
thuốc,Uống thuốc khi có sự cho phép của người lớn.
lạm dụng bằng lời nói,Hãy chỉ dùng những từ ngữ nhẹ nhàng và tử tế khi nói chuyện với bạn bè.
lạm dụng bằng lời nói,Dành những lời khen ngợi để làm cho bạn bè cảm thấy vui vẻ.
lạm dụng bằng lời nói,Hãy sử dụng ngôn ngữ tôn trọng và lịch sự với bạn bè.
lạm dụng bằng lời nói,Hãy dùng những lời lẽ khích lệ thay vì những lời lẽ cay nghiệt.
thang cuốn,Nắm chặt tay cầm và đứng bên trong vạch vàng.
thang cuốn,"Hãy đứng thẳng trên thang cuốn, đừng nghịch ngợm."
điều hòa không khí,Hãy bảo vệ sức khỏe của bạn bằng cách đặt nhiệt độ điều hòa ở mức vừa phải.
mùa hè,Hãy uống nước thường xuyên vào những ngày nóng để giữ cho cơ thể luôn đủ nước.
tội phạm trực tuyến,Đừng bao giờ nhấp vào các liên kết do người lạ gửi.
phòng tắm,"Sàn nhà tắm trơn trượt, vì vậy hãy đi chậm thôi."
tập thể dục,Khởi động cơ thể đầy đủ trước khi tập luyện.
sân chơi,Hãy cẩn thận đừng va chạm với bạn bè trên sân chơi.
Công viên nước,"Đi bộ chậm rãi dưới đáy bể bơi, không chạy."
bắt cóc,"Nói ""Không"" khi người lạ mời bạn đi."
bắt cóc,Từ chối quà tặng từ người lạ một cách lịch sự.
Phòng chống bắt cóc,"Hãy hô to: ""Các ngươi không được để người lạ bắt đi."""
cửa kính,Hãy cẩn thận và đừng đùa giỡn trước cửa kính.
đồ ăn,Hãy ăn một chế độ ăn uống cân bằng với các thực phẩm lành mạnh và trở nên khỏe mạnh.
lái xe say rượu,Khuyến khích các bậc phụ huynh lái xe an toàn.
Sơ cứu,"Nếu bạn mình bị thương, hãy báo ngay cho người lớn."
quần áo,Thay quần áo ướt bằng quần áo khô
giày trượt patin,Luôn trang bị đồ bảo hộ và đi trên bề mặt bằng phẳng.
lời chào,Chào hỏi thầy cô và bạn bè với nụ cười rạng rỡ.
lời chào,Hãy nói với gia đình rằng bạn yêu thương họ vào buổi sáng.
internet,Không nên đăng tên hoặc địa chỉ của bạn lên mạng internet.
say nắng,"Khi trời nắng gắt, hãy đội mũ và nghỉ ngơi trong bóng râm."
Máy khử rung tim tự động ngoài cơ thể,Tìm hiểu cách cứu sống người khác trong các tình huống khẩn cấp.
ô tô,Hãy kiểm tra phía sau một lần nữa khi mở cửa xe.
tín hiệu xe hơi,"Nếu đèn xanh nhấp nháy, hãy chờ tín hiệu tiếp theo."
Đi xe hơi,"Khi xe dừng hẳn, hãy nhìn sang trái và sang phải trước khi xuống xe."
xe đạp,"Khi đạp xe, hãy đội mũ bảo hiểm và đạp xe ở nơi an toàn."
xe đạp,"Hãy đạp xe trong công viên an toàn, không có ô tô."
xe đạp,Bạn phải xuống xe và dắt bộ xe đạp qua vạch kẻ đường dành cho người đi bộ.
xe đạp,"Khi đi xe đạp, hãy đội mũ bảo hiểm vừa khít với đầu."
trang,Đừng lơ là và hãy lắng nghe giáo viên.
đồ chơi,Chơi với đồ chơi nhỏ mà không được cho chúng vào miệng.
đồ chơi,"Sau khi chơi xong, hãy cất đồ chơi vào hộp."
mùa mưa,"Đi bộ cẩn thận, tránh các vũng nước khi trời mưa to."
sơ tán thảm họa,"Khi gặp nguy hiểm, hãy lắng nghe kỹ các thông báo và sơ tán."
điện,"Chỉ quan sát các sợi dây bằng mắt, không được chạm vào chúng."
điện,Không chạm vào các thiết bị điện nếu tay bạn đang ướt.
điện,Hãy chạm vào dây điện một cách an toàn bằng tay khô.
miếng đệm sưởi điện,Hãy tập thói quen tắt chăn điện trước khi ra ngoài.
ổ cắm điện,Chạm vào ổ cắm điện bằng tay ướt rất nguy hiểm.
phòng bếp,Không nên đến gần khi đang nấu ăn vì rất nóng.
bãi đậu xe,Hãy nắm tay bố mẹ khi đi bộ và cẩn thận với các xe cộ trong bãi đỗ xe.
bài tập khởi động,Hãy thực hiện một hoặc hai bài tập khởi động trước khi tập luyện.
Tai nạn ngộ độc,"Không được chạm vào chất tẩy rửa hoặc hóa chất, và hãy gọi người lớn."
động đất,Hãy chui xuống gầm bàn khi động đất xảy ra.
An toàn động đất,Hãy nấp dưới gầm bàn nếu nó rung lắc.
tàu điện ngầm,"Khi đi tàu điện ngầm, hãy xếp hàng và chờ đến lượt mình."
nghẹn,Ăn chậm và nhai kỹ.
Jjimjilbang-Cornex,Hãy nhắm mắt lại và thư giãn trong phòng xông hơi.
Lên xe,Một đứa trẻ ngoan ngoãn luôn thắt dây an toàn ngay khi lên xe.
tiết học thể dục,Hãy lắng nghe kỹ giáo viên và làm theo hướng dẫn của họ trong giờ học thể dục.
tai nạn,Chơi an toàn mà không cần leo trèo lên những nơi cao.
chảy máu,"Nếu vết thương chảy máu, hãy ấn chặt bằng một miếng vải sạch."
sức khỏe răng miệng,Đánh răng sau mỗi bữa ăn.
cắm trại,Hãy cẩn thận với lửa và luôn ở cùng người lớn khi cắm trại.
cắm trại,Hãy cẩn thận và tránh đến gần những nơi có lửa đang cháy.
ván trượt,Hãy đội mũ bảo hiểm khi đi xe scooter và chỉ đi ở khu vực cấm xe hơi.
ván trượt,Hãy điều khiển xe scooter điện trong công viên an toàn và nhớ trang bị đồ bảo hộ.
bão,"Khi bão đến gần, hãy tránh ra ngoài và ở nhà để đảm bảo an toàn."
bão,"Nếu trời gió to, hãy đóng cửa sổ và ở trong nhà."
bão,Hãy ở nhà khi trời gió và mưa.
bão,"Nếu có tin tức về bão, hãy ở nhà cùng gia đình."
Cửa sổ kính chống bão,Hãy tránh xa cửa sổ khi có bão.
sóng nhiệt,"Vào những ngày trời rất nóng, hãy uống một ít nước lạnh và nghỉ ngơi."
sóng nhiệt,Giữ nhiệt độ trong nhà mát mẻ và duy trì sức khỏe tốt.
sóng nhiệt,Hãy nghỉ ngơi một chút dưới bóng râm vào một ngày nắng chói chang.
trượt băng nghệ thuật,Ngã xuống một cách an toàn bằng mông
Thủ thuật Heimlich,"Nếu thức ăn bị mắc kẹt trong cổ họng, hãy báo ngay cho người lớn."
An ninh trường học/công cộng,"Đừng chạy trong hành lang, hãy đi nhẹ nhàng."
An toàn trường học,Hãy cẩn thận đừng va chạm với bạn bè trong lớp học.
bạo lực học đường,Hãy hòa thuận với bạn bè và dùng lời lẽ tử tế.
bạo lực học đường,Quan tâm đến bạn bè và chia sẻ tấm lòng ấm áp
bạo lực học đường,Đối xử tốt với bạn bè mà không làm tổn thương họ.
bạo lực học đường,Cùng nhau tận hưởng cuộc sống học đường vui vẻ đồng thời tôn trọng lẫn nhau.
bạo lực học đường,"Nếu bạn có thắc mắc, hãy nói chuyện với giáo viên và bố mẹ."
bạo lực học đường,"Khi thấy bạn bè gặp khó khăn, đừng làm ngơ mà hãy giúp đỡ họ."
Bạo lực học đường (thể chất),Hãy cẩn thận đừng làm tổn thương nhau khi chơi khăm bạn bè.
Báo cáo bạo lực học đường,"Nếu bạn mình bị bắt nạt, hãy bí mật báo cho giáo viên."
Các bệnh liên quan đến cảm lạnh,"Vào những ngày trời lạnh, hãy mặc nhiều lớp quần áo để giữ ấm."
sóng lạnh,"Hãy mặc ấm, đeo găng tay và đội mũ khi ra ngoài."
thời kỳ tan băng,Không nên đi lên mặt băng vào mùa xuân khi băng tan.
khí heli,Không được hít khí heli; chỉ được bơm khí vào bóng bay.
cắt lưỡi,Đừng cắn đá cứng; hãy để đá tan chảy trước khi ăn.
Chuyến đi thực địa,"Khi đi dã ngoại, hãy tuân thủ nghiêm túc hướng dẫn của giáo viên."
mưa rào,Không nên đến gần suối khi trời mưa to.
lũ lụt bão,Hãy chơi an toàn trong nhà khi gió và mưa mạnh.
Vụ phun trào núi lửa,Hãy đeo khẩu trang và ở trong nhà khi trời nhiều bụi.
cháy,Vui lòng tránh sang một bên để người lớn có thể sử dụng nước nóng.
ngọn lửa,"Khi xảy ra hỏa hoạn, hãy hô to ""Cháy!"""
ngọn lửa,"Nếu thấy khói, hãy bịt mũi và miệng rồi nhanh chóng ra ngoài."
ngọn lửa,"Nếu xảy ra hỏa hoạn, hãy nhanh chóng thoát ra ngoài ở tư thế thấp."
ngọn lửa,Luôn rút phích cắm các thiết bị điện sau khi sử dụng.
ngọn lửa,Hãy sử dụng cầu thang bộ thay vì thang máy khi sơ tán.
bảo vệ môi trường,Yêu cây cối và hoa lá mà không cần hái chúng.
ô nhiễm môi trường,Phân loại và tái chế rác thải để xử lý sạch sẽ.
thay đổi theo mùa,Hãy mặc trang phục phù hợp khi thời tiết thay đổi.
cửa xoay,Đi qua cửa xoay một cách chậm rãi và cẩn thận.
Vạch sang đường,Hãy giơ tay và dũng cảm băng qua đường khi đèn xanh bật sáng.
Vạch sang đường,Kiểm tra xem xe đã dừng hẳn chưa trước khi băng qua đường.
Xem TV,Xem tivi ở khoảng cách an toàn và giữ tư thế đúng.
An toàn TV,Không được đu bám hoặc trèo lên tivi.
Phòng chống bắt cóc,"Hãy hét lên ""Không"" nếu người lạ rủ bạn đi cùng."
sân chơi,Hãy chơi các trò chơi một cách trật tự.
Phòng chống bắt cóc,"Nếu bị lạc đường, hãy hỏi cảnh sát hoặc nhân viên cửa hàng để được giúp đỡ."
Rửa tay,Hãy rửa tay bằng xà phòng sau khi đi vệ sinh.
ngọn lửa,"Nếu hỏa hoạn xảy ra, đừng trốn; hãy nhanh chóng sơ tán ra ngoài."
bài tập khởi động,Khởi động kỹ lưỡng trước khi tập thể dục.
đồ chơi,"Hãy chơi hòa thuận với bạn bè, đừng ném đồ chơi."
xe buýt,Hãy ngồi yên lặng trên ghế của bạn trên xe buýt.
internet,Hãy giữ bí mật tên và số điện thoại của tôi trên internet.
phòng bếp,"Trong nhà bếp có nhiều vật dụng nguy hiểm, vì vậy hãy cẩn thận."
thuốc,Luôn hỏi ý kiến ​​bố mẹ hoặc bác sĩ về thuốc men.
đồ ăn,Hãy lựa chọn và chỉ ăn những thực phẩm lành mạnh và tươi ngon.
Trò chơi nước,"Hồ bơi rất trơn, vì vậy hãy đi lại cẩn thận."
tàu điện ngầm,Hãy đứng an toàn phía sau vạch vàng trên tàu điện ngầm.
phòng tắm,Đi chậm rãi trong phòng tắm thay vì chạy.
Quyền trẻ em,Hãy trân trọng trái tim của bạn bè như chính trái tim của mình.
lớp học,Nói chuyện nhỏ nhẹ trong lớp học mà không lớn tiếng.
thực vật,Hãy cứ ngắm nhìn những loài thực vật trong công viên bằng mắt.
tín hiệu xe hơi,"Ngay cả khi đèn xanh, hãy nhớ kiểm tra xem xe đã dừng hẳn chưa."
ngộ độc thực phẩm,"Vào mùa hè, hãy bảo quản thực phẩm trong tủ lạnh và nấu chín kỹ trước khi ăn."
thang máy,Đừng chen lấn khi cửa sắp đóng; hãy đi cửa tiếp theo.
khoảng,"Thuốc viên không phải là kẹo, vì vậy đừng uống chúng một cách tùy tiện."
ngọn lửa,"Bật lửa rất nguy hiểm, vì vậy đừng bao giờ chạm vào chúng."
động đất,"Nếu xảy ra động đất, hãy bảo vệ đầu và trốn dưới gầm bàn."
cháy,"Khi bị bỏng do nước nóng, hãy làm mát bằng nước lạnh."
cắm trại,Luôn luôn có người lớn đi cùng khi nhóm lửa tại khu cắm trại.
